Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Orlando Magic,97.46,96.48,0.99,92.91,103.46,102.3,1.16,0.474,0.464,0.513,0.519,43,39,48.95,107.33,107.73,44,0.474,0.464,0.215,0.29,0.157,0.171,0.291,0.302,103.46,102.3,6.34,4.73,13.84,13.72,31.72,33.74,23.34,23.19,8.73,8.99,6.23,5.69,15.74,17.13,26.81,25.17,3,123,14775,16810,52,1,6,0,4,2,0,3,0,4,7,5,1,1,31.8,39.2,86.2,0.454,6.3,17,0.373,18.8,25.9,0.726,14.3,19.8,12.6,29,41.6,25.2,8.7,6.2,103.5,12.6,0.804,0.29,0.117,0.137,0.26,0.196,0.456,0.584,0.368,0.361,0.404,0.364,0.548,0.033,210,0.859,0.159,0.388,14,0
New York Knicks,88.72,86.09,2.64,86.56,101.34,98.1,3.24,0.476,0.453,0.523,0.501,48,34,50.05,98.23,92.45,30,0.476,0.453,0.222,0.24,0.158,0.159,0.242,0.257,101.34,98.1,5.45,6.18,10.77,12.12,35.16,33.6,21.17,21.86,7.59,8.28,4.82,4.7,15.77,15.94,25.95,24.38,0,92,19763,17791,47,2,7,3,1,1,1,2,0,1,4,13,1,0,33.9,36.1,80,0.452,4.8,13.7,0.349,17.2,21.6,0.798,13.1,19.3,8.8,31.6,40.4,17.5,6.4,4.2,94.3,11.9,0.82,0.27,0.163,0.184,0.203,0.18,0.465,0.594,0.395,0.388,0.42,0.351,0.506,0.022,117,0.826,0.227,0.415,9,0
New Jersey Nets,92.1,97.15,-5.05,92.22,99.62,105.2,-5.59,0.452,0.488,0.504,0.536,26,56,47.26,97.95,112.56,52,0.452,0.488,0.249,0.258,0.15,0.166,0.257,0.3,99.62,105.2,4.76,5.65,11.99,13.22,30.83,34.63,21.15,24.3,8.56,8.18,5.37,6.89,15.02,16.61,26.14,23.88,0,140,13575,16085,35,1,2,2,5,1,1,2,1,2,12,1,0,1,32,36.7,85.3,0.431,5,14.3,0.352,19.8,26,0.761,14,21.9,10.7,28.6,39.3,21.8,7.8,4.8,98.2,11.6,0.835,0.322,0.137,0.132,0.243,0.165,0.443,0.579,0.366,0.315,0.374,0.333,0.543,0.039,219,0.798,0.199,0.333,11,1
Minnesota Timberwolves,97.34,95.99,1.35,91.8,105.23,103.87,1.37,0.482,0.478,0.523,0.522,47,35,50,115.54,106.44,50,0.482,0.478,0.199,0.238,0.146,0.156,0.286,0.281,105.23,103.87,4.25,4.62,13.21,12.76,32.56,33.06,27.46,24.2,8.99,7.69,6.01,4.71,14.57,15.59,25.05,21.84,0,120,17497,16788,42,1,2,5,4,2,1,1,0,0,8,5,1,1,32,41.2,87.8,0.469,3.7,9.8,0.374,17.2,21.3,0.808,13.5,18.5,10.8,31.6,42.4,29.2,8.7,5.6,103.2,12.5,0.869,0.236,0.164,0.155,0.315,0.131,0.473,0.628,0.387,0.403,0.438,0.357,0.637,0.028,177,0.882,0.262,0.398,9,0
Milwaukee Bucks,100.73,96.85,3.88,92.52,108.33,103.94,4.39,0.499,0.473,0.542,0.523,52,30,49.79,115.48,107.73,41,0.499,0.473,0.217,0.253,0.142,0.159,0.281,0.289,108.33,103.94,7.37,5.75,12.79,13.27,32.79,32.59,24.18,24.64,8.81,7.75,5.06,4.58,14.19,15.91,25.29,23.27,2,100,16722,16353,55,1,8,5,3,0,0,1,0,1,2,9,1,0,30.5,42.9,91.3,0.47,6.2,16.5,0.372,20.1,24.6,0.818,15.1,21.1,10.5,30.2,40.6,26.6,8,4.3,112.1,13.2,0.782,0.224,0.121,0.258,0.179,0.218,0.48,0.596,0.413,0.454,0.415,0.379,0.529,0.033,200,0.879,0.274,0.411,15,3
Miami Heat,88.89,86.6,2.29,87.28,100.82,98.2,2.61,0.469,0.46,0.515,0.503,50,32,48.55,97.72,94.38,36,0.469,0.46,0.227,0.214,0.149,0.167,0.243,0.273,100.82,98.2,6.61,4.98,11.25,12.64,33.68,34.96,22.55,19.65,8.76,8.27,4.21,5.86,14.88,16.71,23.87,25.23,0,97,16541,17098,44,0,3,4,2,6,0,1,0,1,3,11,1,0,34.9,34.1,78,0.437,6.6,18.5,0.357,18.8,24.4,0.772,13.1,19.9,9.5,30.3,39.9,20,7.4,3.8,93.6,13,0.779,0.25,0.149,0.146,0.233,0.221,0.455,0.582,0.376,0.389,0.409,0.345,0.56,0.029,152,0.812,0.21,0.379,14,0
Los Angeles Lakers,100.62,97.24,3.38,91.7,108.49,104.83,3.67,0.498,0.468,0.535,0.515,56,26,51.98,114.74,104.78,58,0.498,0.468,0.238,0.234,0.15,0.134,0.311,0.275,108.49,104.83,5.77,5.43,14.27,12.9,33.97,31.64,24.83,21.81,7.42,8.14,6.44,4.26,14.95,13.42,24.62,26.32,1,135,18935,19631,40,3,6,4,0,5,0,0,0,1,2,3,1,1,32.9,43.3,88.4,0.49,4.6,12.9,0.355,23.5,35.2,0.668,13.9,19.9,14.2,33.2,47.4,24.3,7.1,6.8,114.8,11.9,0.809,0.285,0.186,0.137,0.201,0.191,0.494,0.671,0.382,0.402,0.407,0.344,0.565,0.055,350,0.866,0.17,0.378,12,0
Los Angeles Clippers,92.45,95.34,-2.89,89.61,101.36,104.77,-3.41,0.476,0.466,0.514,0.51,31,51,50.29,100.92,107.67,39,0.476,0.466,0.221,0.217,0.162,0.134,0.283,0.289,101.36,104.77,4.81,4.74,12.86,13.95,34.22,32.69,21.19,24,6.55,8.55,6.86,5.52,16.21,13.35,23.73,24.06,0,97,14673,15824,45,1,7,1,3,1,0,1,1,2,12,9,0,0,29.5,35.5,79.4,0.447,4.8,14,0.339,14.6,20.9,0.697,14.5,19.7,10.7,30.8,41.5,21.3,5.5,6.3,90.4,11.3,0.836,0.273,0.226,0.152,0.184,0.164,0.469,0.637,0.41,0.353,0.391,0.339,0.505,0.043,242,0.847,0.155,0.364,4,0
Indiana Pacers,92.57,92.77,-0.2,89.86,101.47,101.73,-0.26,0.471,0.452,0.519,0.501,41,41,49.85,105.78,102.28,42,0.471,0.452,0.239,0.235,0.157,0.143,0.27,0.287,101.47,101.73,5.29,5.04,12.31,13.93,34.69,33.37,23.57,22.67,7.53,7.88,6.51,5.18,15.68,14.32,25.75,25.17,2,99,17849,16508,40,4,10,0,2,0,0,1,0,1,8,8,1,1,31.9,36.9,83.3,0.443,5.6,15.8,0.357,19.3,25.1,0.769,13.6,20.1,10.2,30.9,41,21.1,6.3,6.6,98.7,12.6,0.82,0.221,0.201,0.157,0.241,0.18,0.461,0.621,0.374,0.423,0.412,0.342,0.58,0.037,222,0.889,0.329,0.367,7,0
Houston Rockets,97.22,94.93,2.29,90.49,106.62,103.98,2.64,0.492,0.475,0.538,0.515,45,37,50.26,107.1,105.94,28,0.492,0.475,0.244,0.206,0.152,0.141,0.275,0.281,106.62,103.98,6.74,4.8,12.29,13.2,33.76,32.33,21.57,23.18,7.85,8.08,4.79,5.34,15.19,14.09,22.16,23.66,1,122,12648,16714,38,2,2,4,3,0,0,3,0,6,9,11,0,0,32.1,37.5,81.7,0.459,5.5,15.3,0.359,19.7,25.6,0.77,14.9,20,11.6,30.8,42.5,20.7,7.6,4.4,100.2,12.2,0.783,0.306,0.141,0.133,0.204,0.217,0.48,0.636,0.356,0.398,0.385,0.357,0.498,0.04,233,0.792,0.254,0.391,15,2
Golden State Warriors,92.49,101.54,-9.05,94.76,97.11,106.73,-9.62,0.429,0.504,0.47,0.546,17,65,49.99,99.6,121.61,21,0.429,0.504,0.199,0.227,0.16,0.167,0.333,0.303,97.11,106.73,3.61,5.63,17.22,13.32,30.54,34.52,22.89,26.22,9.5,9.26,5.25,6.32,16.04,16.7,22.11,22.63,0,101,14439,16059,38,1,3,0,5,0,0,3,1,0,14,14,0,0,34.4,38.7,93.2,0.415,3.6,12.4,0.29,19.2,26.8,0.717,15.4,18.9,15.8,30.1,46,22,9.3,4.7,100.2,11.5,0.866,0.24,0.226,0.159,0.241,0.134,0.427,0.653,0.313,0.336,0.371,0.293,0.588,0.024,149,0.809,0.197,0.337,8,1
Detroit Pistons,95.57,97.27,-1.7,94.82,99.91,101.58,-1.67,0.453,0.466,0.498,0.511,32,50,50.34,102.57,108.77,50,0.453,0.466,0.234,0.233,0.161,0.155,0.293,0.278,99.91,101.58,4.96,5.45,14.13,12.89,33.48,34.02,20.77,23.69,7.82,8.52,5.7,5.06,16.13,15.53,24.92,26.26,1,106,14813,16397,47,0,4,5,6,4,1,2,1,4,10,2,0,1,30.8,36.8,87.8,0.418,5.5,15.8,0.349,22,30.2,0.729,15.2,20.3,13,32.1,45.1,21,7.2,6,101,12.2,0.838,0.295,0.109,0.15,0.284,0.162,0.439,0.571,0.319,0.35,0.394,0.35,0.513,0.036,226,0.848,0.277,0.377,5,0
Denver Nuggets,96.56,99.02,-2.46,92.98,103.33,105.95,-2.62,0.47,0.476,0.511,0.52,40,42,49.81,110.96,116.11,27,0.47,0.476,0.211,0.223,0.143,0.136,0.283,0.282,103.33,105.95,6.68,5.43,13.62,13.21,33.71,34.47,25.71,26.64,7.2,7.67,7.02,6.49,14.25,13.57,23.75,22.94,1,114,14995,16363,32,1,9,4,1,1,1,1,0,0,11,12,0,0,32.6,38.6,87.3,0.442,6.9,19,0.363,17.5,23.5,0.744,12.7,20,12.7,34,46.7,24.4,6.1,7.2,101.6,12.3,0.79,0.295,0.137,0.138,0.221,0.21,0.454,0.615,0.357,0.366,0.354,0.355,0.62,0.048,288,0.861,0.295,0.38,5,0
Dallas Mavericks,100.48,96.2,4.28,93.12,107.22,102.47,4.76,0.498,0.467,0.544,0.514,53,29,47.96,114.2,107.22,57,0.498,0.467,0.231,0.244,0.142,0.157,0.241,0.294,107.22,102.47,6.73,4.95,10.82,13.87,33.46,34.07,22.65,23.1,8.04,8.08,6.4,4.92,14.24,15.73,24.82,24.01,3,117,16662,15848,54,1,8,1,2,5,0,2,0,2,5,4,1,1,34.2,41.2,88.4,0.466,7.3,18.8,0.386,21.8,26.3,0.828,14.1,19.8,9,31,40,24.2,8,5.5,111.5,12.3,0.798,0.257,0.165,0.166,0.21,0.202,0.479,0.656,0.347,0.413,0.419,0.381,0.513,0.031,192,0.816,0.234,0.355,14,0
Cleveland Cavaliers,92.21,96.45,-4.24,91.22,100.32,104.77,-4.45,0.459,0.477,0.509,0.526,30,52,50.47,102.24,110.9,29,0.459,0.477,0.239,0.248,0.172,0.156,0.297,0.289,100.32,104.77,2.92,5.59,13.47,13.11,32.37,31.79,22.66,24.9,8.52,9.19,5.79,7.18,17.21,15.55,25.26,23.98,1,122,15873,16064,45,0,10,1,1,1,0,3,1,2,11,14,0,0,30.4,35.3,79,0.447,1.9,6,0.319,20.9,26.4,0.79,15.8,20.2,13.4,31.5,44.9,22,7.4,5.3,93.4,10.9,0.899,0.28,0.201,0.19,0.228,0.101,0.455,0.622,0.335,0.41,0.392,0.334,0.564,0.034,197,0.914,0.338,0.359,22,1
Chicago Bulls,87.57,96.67,-9.1,89.52,96.96,107.37,-10.41,0.45,0.499,0.495,0.543,15,67,47.59,95.67,113.59,21,0.45,0.499,0.22,0.254,0.162,0.159,0.266,0.298,96.96,107.37,4.44,4.69,12.5,12.96,30.52,34.55,24.44,26.17,9.11,8.6,5.12,5.77,16.16,15.93,25.68,23.76,0,104,21674,16448,42,1,7,0,3,1,1,3,1,4,15,15,0,0,33.3,35.5,81.2,0.437,3.3,9.5,0.351,18.5,24.6,0.752,13.9,20.4,11.7,27.4,39.1,22.4,8.5,4.7,92.8,12,0.852,0.275,0.151,0.175,0.251,0.148,0.438,0.569,0.36,0.39,0.375,0.346,0.634,0.033,176,0.894,0.132,0.36,5,0
Charlotte Hornets,91.94,89.84,2.1,90.06,101.06,98.91,2.15,0.457,0.456,0.506,0.502,46,36,52.25,107.66,98.65,44,0.457,0.456,0.246,0.222,0.151,0.154,0.298,0.255,101.06,98.91,4.56,5.22,13.85,11.98,34.96,32.71,25.47,23.47,8.91,8.27,6.1,5.04,15.07,15.37,23.5,23.74,0,89,15010,16500,47,1,3,1,0,5,0,1,0,1,6,4,1,1,36.1,35.3,82.8,0.427,4.7,13.6,0.342,20.4,27.2,0.75,14.2,20.3,11.7,31.2,42.9,26.4,8.6,4.9,95.7,12.2,0.849,0.27,0.134,0.18,0.265,0.151,0.446,0.595,0.386,0.363,0.381,0.346,0.65,0.038,204,0.885,0.178,0.406,9,1
Boston Celtics,94.62,96.76,-2.13,92.66,101.35,103.7,-2.35,0.473,0.493,0.521,0.54,36,46,47.99,101.43,111.23,49,0.473,0.493,0.25,0.256,0.162,0.173,0.253,0.273,101.35,103.7,7.73,5.62,11.72,11.61,30.92,34.64,22.31,24.64,10.04,8.5,4.39,5.75,16.17,17.32,25.5,24.87,2,118,15346,16568,48,0,3,5,3,0,0,3,1,1,9,3,0,1,32.4,37.7,87,0.434,8.8,24,0.366,20.9,28.2,0.741,15.5,21.5,9.5,30,39.5,22.1,9.6,4.8,105.2,12.5,0.748,0.287,0.161,0.121,0.18,0.252,0.45,0.571,0.344,0.385,0.393,0.363,0.532,0.019,104,0.926,0.261,0.39,12,0
Atlanta Hawks,90.96,96.17,-5.21,92.59,97.99,103.83,-5.84,0.456,0.472,0.5,0.522,25,57,49.68,97.98,110.29,33,0.456,0.472,0.206,0.249,0.17,0.153,0.289,0.292,97.99,103.83,4.38,5.21,13.51,13.55,32.71,33.36,20.48,22.87,8.33,9.19,5.08,6.75,17,15.26,24.48,22.33,0,108,13799,16404,46,2,2,0,3,2,0,3,1,3,13,12,0,0,32.7,36.6,83.2,0.44,4.1,10.9,0.378,17.7,23,0.772,16.5,20.4,12.7,31.9,44.7,20.9,7.9,4.8,95.1,11.4,0.86,0.258,0.19,0.214,0.198,0.14,0.443,0.612,0.32,0.387,0.403,0.357,0.507,0.037,224,0.811,0.228,0.371,10,1
