Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Washington Wizards,93.23,99.9,-6.67,92.83,100.43,107.75,-7.31,0.46,0.503,0.514,0.545,19,63,50.33,100.11,114.98,37,0.46,0.503,0.264,0.236,0.174,0.155,0.297,0.282,100.43,107.75,3.61,5.7,13.35,12.25,31.14,31.7,21.64,25.02,8.28,9.05,5.03,6.72,17.35,15.53,25.13,25.96,1,121,15577,15872,37,2,3,0,3,1,0,1,1,2,14,10,0,0,30.9,37.5,82.8,0.453,3.7,10.6,0.353,21.4,28,0.766,16.8,21.2,10.9,27.4,38.3,21.6,7.4,4.4,100.2,11.3,0.869,0.249,0.219,0.199,0.202,0.131,0.456,0.625,0.356,0.397,0.415,0.324,0.563,0.03,177,0.753,0.216,0.361,3,0
Vancouver Grizzlies,91.73,97.46,-5.73,91.98,99.22,105.45,-6.23,0.464,0.491,0.51,0.527,23,59,48.11,101.83,114.39,23,0.464,0.491,0.223,0.194,0.163,0.157,0.261,0.302,99.22,105.45,4.29,5.13,11.79,13.88,32.07,33.44,25.05,25.53,7.73,9.37,4.74,6.28,16.32,15.7,22.86,23.33,0,104,13737,15822,43,0,3,0,9,0,0,3,1,2,13,13,0,0,33.3,37.2,83,0.448,4.2,11.6,0.362,19.4,24.4,0.793,16.2,19.2,10.2,29.8,40,24.5,6.6,3.8,97.9,12.9,0.855,0.217,0.184,0.13,0.323,0.145,0.455,0.63,0.359,0.375,0.424,0.343,0.635,0.039,231,0.874,0.267,0.316,3,0
Utah Jazz,97.06,92.37,4.7,90.14,107.13,102.35,4.78,0.497,0.473,0.546,0.531,53,29,52.11,114.32,98.85,44,0.497,0.473,0.273,0.301,0.168,0.172,0.302,0.268,107.13,102.35,4.38,5.54,12.69,11.81,32.08,29.5,28.42,21.14,8.9,9.45,6.23,6.12,16.84,17.18,28.38,27.12,0,118,19322,16990,46,1,8,3,1,1,0,2,0,0,4,8,1,1,29.4,39.4,81.5,0.483,4.2,10.5,0.405,22.9,29.9,0.764,15,22.5,10.9,29.5,40.4,29.2,9,4.8,105.9,10.9,0.865,0.348,0.134,0.124,0.259,0.135,0.485,0.625,0.369,0.382,0.404,0.381,0.693,0.037,206,0.874,0.271,0.446,7,0
Toronto Raptors,97.65,95.39,2.26,90.9,105.94,103.29,2.65,0.468,0.476,0.51,0.518,47,35,51.48,113.49,105.84,42,0.468,0.476,0.213,0.212,0.138,0.145,0.308,0.268,105.94,103.29,5.68,5.01,14.79,12.23,33.46,33.16,26.52,22.4,7.93,7.41,6.87,5.8,13.8,14.46,23.09,23.66,0,117,19348,17611,31,1,6,2,2,0,0,1,0,3,5,7,1,1,34,37.6,86,0.437,5.2,13.9,0.374,18.7,24.8,0.754,12.5,18.2,14.1,31.7,45.8,26.1,7.1,5.8,99.1,12.8,0.833,0.264,0.124,0.145,0.3,0.167,0.451,0.602,0.35,0.373,0.397,0.369,0.63,0.032,202,0.828,0.223,0.396,15,0
Seattle SuperSonics,97.29,97.27,0.03,91.59,105.56,105.61,-0.06,0.491,0.488,0.53,0.526,44,38,49.59,108.59,112.43,45,0.491,0.488,0.219,0.2,0.159,0.155,0.291,0.302,105.56,105.61,6.17,6.24,13.22,13.85,32.05,32.19,23.71,25.91,8.69,8.58,5.41,6.75,15.89,15.51,22.93,24.05,0,132,15714,16568,46,0,4,2,5,1,1,3,0,1,10,7,0,1,31.1,38.2,84.5,0.452,6.2,15.2,0.406,16.8,22.7,0.741,14.9,19.2,11.7,30.9,42.5,23.3,7.9,4.8,99.4,10.7,0.824,0.305,0.226,0.129,0.164,0.176,0.468,0.643,0.356,0.363,0.377,0.399,0.538,0.036,223,0.886,0.237,0.401,9,0
San Antonio Spurs,96.17,88.42,7.76,89.66,106.45,97.56,8.89,0.496,0.444,0.541,0.483,58,24,51.53,113.15,95.95,58,0.496,0.444,0.267,0.182,0.148,0.143,0.271,0.263,106.45,97.56,6.01,4.62,12.18,13.01,36.61,32.73,24,21.76,7.67,8.07,7.78,5.73,14.84,14.27,20.94,26.19,0,97,22273,16690,35,0,4,10,1,6,0,3,0,1,1,2,1,1,31.2,38.1,82,0.464,5.2,12.6,0.414,24.2,33.7,0.72,13.9,17.4,12,36.3,48.3,21.4,6.9,8.5,105.6,11.9,0.825,0.26,0.183,0.178,0.205,0.175,0.472,0.652,0.359,0.4,0.406,0.407,0.569,0.053,304,0.876,0.345,0.485,12,1
Sacramento Kings,101.74,95.93,5.82,94.38,105.66,99.39,6.27,0.484,0.461,0.529,0.498,55,27,49.52,117.34,107.63,61,0.484,0.461,0.23,0.181,0.149,0.161,0.272,0.293,105.66,99.39,6.07,5.07,12.5,14.17,34.26,33.4,23.46,22.95,10.04,8.42,5.47,6.02,14.92,16.14,20.21,22.32,0,120,17317,18438,36,0,3,6,1,0,0,2,0,1,3,1,1,1,34.9,40.4,88.5,0.456,5.9,16.8,0.355,20.7,26.7,0.778,14.9,17,10.7,33.1,43.7,24.3,9.7,5.1,107.4,11.8,0.806,0.295,0.185,0.097,0.23,0.194,0.472,0.644,0.363,0.384,0.377,0.354,0.554,0.035,224,0.797,0.25,0.364,20,2
Portland Trailblazers,95.42,91.22,4.2,89.22,106.41,101.82,4.58,0.497,0.47,0.539,0.513,50,32,51.93,112.71,98.77,49,0.497,0.47,0.226,0.223,0.165,0.159,0.3,0.276,106.41,101.82,5.02,5.53,13.04,12.88,33.74,30.47,26.7,23.75,9.14,8.79,5.7,4.41,16.47,15.91,23.73,23.66,2,112,20277,17002,37,2,21,9,3,2,1,2,0,2,7,6,1,1,31.8,37.9,80,0.474,4.4,12.8,0.343,17.1,22.3,0.764,14.5,18.9,11.7,31.1,42.8,25.7,8.2,5.5,97.3,11.9,0.835,0.299,0.153,0.129,0.254,0.165,0.492,0.635,0.391,0.409,0.425,0.349,0.629,0.049,293,0.829,0.218,0.343,8,0
Phoenix Suns,94.02,91.82,2.21,93.24,100.21,97.78,2.43,0.46,0.46,0.506,0.512,51,31,50.06,107.48,100.59,36,0.46,0.46,0.221,0.252,0.157,0.18,0.273,0.263,100.21,97.78,4.32,4.25,12.61,11.71,32.87,33.61,24.76,21.47,10.07,8.86,5.58,5.4,15.71,17.96,24.23,23.64,1,119,17979,17158,47,1,6,2,2,2,0,1,0,3,6,10,1,0,30,36,82.3,0.437,4.5,13.7,0.325,19.1,25.1,0.76,15,19.9,11.8,33.2,44.9,26.6,9.7,5.9,95.5,11.9,0.844,0.262,0.172,0.164,0.246,0.156,0.458,0.61,0.352,0.387,0.418,0.315,0.615,0.039,229,0.898,0.284,0.311,13,0
Philadelphia 76ers,94.67,90.39,4.28,91.17,102.93,98.21,4.72,0.468,0.46,0.518,0.499,56,26,52.31,107.71,100.04,43,0.468,0.46,0.262,0.186,0.163,0.161,0.312,0.275,102.93,98.21,3.47,5.66,14.25,13.05,34.47,31.35,22.43,23.47,9.15,8.9,5.41,6.07,16.32,16.11,22.18,25.68,2,114,19651,18583,55,2,2,3,4,0,0,3,0,3,1,6,1,1,34.8,35.2,78.9,0.446,2.7,8.5,0.316,23.1,30.5,0.756,15.3,18.6,13.6,31.8,45.5,20.8,8.4,5.8,96.1,10.8,0.876,0.276,0.206,0.211,0.184,0.124,0.464,0.71,0.289,0.358,0.414,0.326,0.554,0.027,163,0.878,0.234,0.388,8,0
