Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,97.85,94.65,3.2,92.84,104.74,101.54,3.19,0.492,0.485,0.533,0.526,44.72727273,37.27272727,49.94,106.62,101.79,54,0.492,0.485,0.227,0.224,0.164,0.174,0.267,0.263,104.74,101.54,8.39,7.22,12.05,11.66,32.63,33.24,21.54,20.29,10.09,8.71,4.48,5.43,16.36,17.36,22.56,23.36,3,111,19763,18407,19,25,3,2,2,6,0,1,0,2,7,2,1,1,31.7,37.7,82.1,0.459,5,16.1,0.312,22.4,30.3,0.741,17,19.4,12.4,32.6,45,21.1,8.9,4.5,102.9,13,0.712,0.316,0.13,0.085,0.181,0.288,0.487,0.648,0.317,0.371,0.381,0.336,0.477,0.075,364,0.865,0.245,0.35,12,0
New Orleans Hornets,89.64,93.39,-3.76,88.25,100.94,105.39,-4.45,0.476,0.485,0.517,0.528,26.09090909,55.90909091,50.69,101.44,105.64,27,0.476,0.485,0.207,0.218,0.165,0.149,0.275,0.269,100.94,105.39,4.42,7.27,12.35,12.5,33.97,32.66,23.34,23.58,8.33,8.94,5.39,6.5,16.47,14.94,22.59,21.12,0,105,15110,16717,18,24,1,1,3,2,0,3,2,5,15,14,0,0,30.8,36.6,79.8,0.459,4.6,13.4,0.345,14.7,19.2,0.766,14,17.4,10,29.4,39.4,22,7.4,4.8,92.6,11.8,0.848,0.267,0.207,0.149,0.225,0.152,0.472,0.625,0.39,0.408,0.407,0.333,0.564,0.039,190,0.834,0.266,0.372,4,0
New Jersey Nets,93.09,99.08,-5.99,90.02,103.09,109.73,-6.65,0.473,0.513,0.516,0.549,27.33333333,54.66666667,48.63,99.23,115.96,49,0.473,0.513,0.209,0.209,0.158,0.153,0.278,0.293,103.09,109.73,8.51,7.23,13.14,13.09,31.53,34.1,22,25.83,8.27,8.81,4.36,5.54,15.82,15.29,21.28,21.38,10,83,13961,17081,27,27,3,3,5,4,0,1,0,4,12,4,0,1,30.4,35,82,0.427,7.2,21.5,0.337,18.2,23.3,0.782,15.4,18,12.4,29.8,42.2,22.1,6.9,4.4,95.5,13.8,0.722,0.255,0.134,0.126,0.207,0.278,0.457,0.57,0.414,0.396,0.384,0.342,0.519,0.042,194,0.789,0.267,0.347,8,1
Minnesota Timberwolves,97.94,100.14,-2.2,93.31,104.31,106.55,-2.24,0.477,0.491,0.524,0.527,32.3030303,49.6969697,50.17,105.14,114.33,31,0.477,0.491,0.236,0.187,0.157,0.137,0.276,0.27,104.31,106.55,7.63,6.55,12.86,12.43,33.71,33.79,20.82,22.92,7.04,8.85,4.73,6.08,15.65,13.72,19.56,23.13,2,98,17491,16311,17,25,0,1,2,4,1,1,0,4,12,12,0,0,30.3,36.1,83.6,0.432,7.2,20.8,0.345,20.8,26.6,0.782,14.5,17.8,13.1,32.3,45.4,21.3,6.7,4.4,100.2,12.7,0.738,0.31,0.157,0.086,0.186,0.262,0.469,0.62,0.342,0.335,0.388,0.332,0.474,0.041,206,0.841,0.256,0.36,9,0
Milwaukee Bucks,99.02,98.74,0.27,93.67,105.54,105.35,0.19,0.481,0.489,0.521,0.532,38.51515152,43.48484848,48.71,112.09,110.91,38,0.481,0.489,0.194,0.217,0.146,0.165,0.277,0.291,105.54,105.35,7.04,7.08,13.24,13.14,32.03,34.56,25.03,23.17,8.85,8.07,5.41,4.8,14.58,16.47,20.56,20.66,3,85,14719,16661,8,24,4,0,1,1,0,2,0,1,9,8,0,1,29.5,40.3,92,0.438,7.6,22.1,0.342,17.9,22.3,0.804,14.4,17.3,11.5,29.2,40.7,24.5,9.1,4.1,106.1,12.4,0.776,0.308,0.146,0.12,0.202,0.224,0.471,0.61,0.354,0.393,0.39,0.345,0.578,0.03,154,0.817,0.242,0.366,8,0
Miami Heat,98.49,92.5,5.99,90.91,106.98,100.49,6.49,0.505,0.479,0.549,0.517,57.15151515,24.84848485,51.14,112.21,97.41,66,0.505,0.479,0.238,0.201,0.16,0.172,0.266,0.261,106.98,100.49,6.09,7.89,11.29,11.97,33.9,31.23,21.68,21.35,9.63,9.04,5.84,4.61,15.98,17.17,21.1,22.32,1,87,19935,19400,11,26,3,4,2,2,0,1,0,1,2,1,1,1,30.4,43.7,88.6,0.493,5.1,14.2,0.359,24.3,31,0.784,16.3,16.9,9.8,32,41.8,23.9,9.7,6.4,116.7,12.1,0.802,0.309,0.157,0.119,0.218,0.198,0.496,0.65,0.397,0.442,0.381,0.359,0.485,0.066,310,0.841,0.33,0.365,5,1
Memphis Grizzlies,94.99,92.97,2.02,90.58,104.21,101.84,2.36,0.473,0.485,0.515,0.529,50.93939394,31.06060606,50.84,106.53,101.26,56,0.473,0.485,0.211,0.227,0.153,0.179,0.298,0.273,104.21,101.84,4.6,6.92,13.81,12.1,32.31,32.43,21.44,21.15,10.49,8.6,5.74,6.03,15.29,17.89,21.88,21.16,0,93,15710,17069,13,27,1,5,0,2,0,1,0,2,4,5,1,1,31.6,37.8,83,0.456,3,9.2,0.322,19.1,24.5,0.78,13.8,18.3,12.5,30.2,42.7,20.7,9.9,5.9,97.8,11.7,0.843,0.298,0.192,0.134,0.219,0.157,0.47,0.628,0.386,0.384,0.381,0.326,0.491,0.049,231,0.852,0.226,0.37,20,1
Los Angeles Lakers,97.3,95.88,1.42,90.47,106.04,104.39,1.66,0.491,0.476,0.534,0.507,50.93939394,31.06060606,53.01,113.05,107.41,45,0.491,0.476,0.226,0.158,0.159,0.119,0.291,0.252,106.04,104.39,5.98,7.31,13.19,12.5,37.17,32.1,24.52,23.85,6.44,9.17,5.8,4.98,15.85,11.91,18.31,21.97,1,98,18997,19034,7,16,5,0,0,2,0,1,0,3,3,7,1,1,32.7,42.2,90.1,0.468,4.2,13.5,0.313,23.1,30.2,0.765,15.8,14.3,12.8,36.3,49.2,22.8,6.1,6,111.7,12.5,0.791,0.258,0.212,0.117,0.205,0.209,0.491,0.671,0.4,0.397,0.414,0.326,0.575,0.062,307,0.82,0.283,0.346,9,1
Los Angeles Clippers,97.55,94.99,2.56,88.84,108.93,106.44,2.5,0.502,0.492,0.533,0.537,49.6969697,32.3030303,51.09,109.12,102.76,56,0.502,0.492,0.195,0.245,0.138,0.157,0.295,0.268,108.93,106.44,8.7,7.81,13.54,12.09,32.88,32.5,23.44,23.23,9.41,6.72,5.33,5.03,13.81,15.74,23.67,23.79,3,70,19219,18343,35,22,2,0,0,4,1,1,0,3,5,4,1,1,31.7,41.3,86.5,0.477,7.9,21.1,0.373,18.7,27.2,0.687,12.2,19,12.3,31.1,43.4,24.3,7.7,5,109.2,13.7,0.731,0.256,0.159,0.083,0.234,0.269,0.49,0.663,0.408,0.403,0.389,0.357,0.5,0.088,407,0.823,0.288,0.357,10,0
Indiana Pacers,97.71,94.41,3.3,90.61,106.83,103.25,3.58,0.474,0.476,0.526,0.518,52.18181818,29.81818182,50.91,108.85,102.44,49,0.474,0.476,0.251,0.222,0.145,0.157,0.293,0.277,106.83,103.25,6.49,7.32,13.68,13.16,34.29,33.11,20.34,21.41,8.66,7.18,5.91,6.6,14.46,15.71,23.69,23.66,3,108,14169,16597,15,29,2,3,2,4,0,1,0,2,3,3,1,1,30.7,38.9,85.6,0.454,6.3,16.7,0.378,20.5,25.5,0.804,13.3,19.2,12.1,33.3,45.4,20.1,7.3,6.5,104.6,11.9,0.802,0.269,0.219,0.127,0.187,0.198,0.455,0.584,0.404,0.382,0.379,0.368,0.455,0.038,178,0.855,0.277,0.363,12,1
Houston Rockets,98.09,97.86,0.23,91.79,105.37,105.23,0.14,0.492,0.49,0.529,0.531,42.24242424,39.75757576,50.24,109.49,108.2,45,0.492,0.49,0.184,0.21,0.149,0.151,0.275,0.266,105.37,105.23,7.78,6.01,12.52,11.88,32.78,33.02,22.85,21.52,8.07,8.07,5.19,5.54,14.86,15.14,21.92,19.8,1,66,15363,17733,24,41,0,2,0,3,1,3,0,6,9,8,0,1,31.1,39,84.7,0.46,7.5,20.4,0.368,17.2,21.4,0.804,14.8,20.6,11.3,29.8,41.1,23.5,8,4.7,102.7,12.7,0.76,0.25,0.202,0.12,0.189,0.24,0.477,0.655,0.374,0.398,0.403,0.359,0.504,0.036,173,0.816,0.287,0.435,9,0
Golden State Warriors,97.77,101.18,-3.41,92.41,105.3,108.83,-3.53,0.505,0.496,0.539,0.539,28.57575758,53.42424242,46.09,110.23,116.74,47,0.505,0.496,0.175,0.237,0.145,0.154,0.229,0.309,105.3,108.83,8.55,7.63,10.44,14.16,31.77,35.15,23.99,24.89,8.62,8.13,5.91,5.35,14.48,15.42,23.01,17.85,1,79,18858,16365,14,24,0,1,1,2,0,4,1,1,13,6,0,1,29.2,41.8,90.9,0.46,7.2,19.9,0.361,16,20.3,0.79,14.2,20.1,10,30.2,40.2,23.8,8.2,4.2,106.8,13.4,0.752,0.259,0.166,0.091,0.236,0.248,0.48,0.647,0.343,0.428,0.413,0.388,0.516,0.049,241,0.87,0.274,0.457,13,1
Detroit Pistons,90.86,95.65,-4.79,89.04,101.25,106.66,-5.41,0.468,0.5,0.51,0.543,31.06060606,50.93939394,49.71,96.29,111.58,29,0.468,0.5,0.21,0.226,0.163,0.153,0.281,0.272,101.25,106.66,5.35,6.67,13.09,11.88,31.77,33.54,20.8,25.09,7.77,9.51,4.69,5.88,16.29,15.34,21.83,21.68,0,104,14413,16343,8,21,0,1,3,1,0,3,1,1,10,11,0,0,30.7,37.6,83.5,0.45,4.9,13.2,0.369,17.5,23,0.762,15,17.7,12.1,27.7,39.8,20.3,6.2,3.8,97.5,11.4,0.825,0.329,0.172,0.107,0.216,0.175,0.457,0.589,0.36,0.375,0.376,0.346,0.488,0.035,145,0.849,0.239,0.356,14,0
Denver Nuggets,104.12,101.24,2.88,93.77,109.65,106.45,3.2,0.516,0.508,0.556,0.542,47.21212121,34.78787879,51.68,119.39,113.49,57,0.516,0.508,0.239,0.185,0.158,0.157,0.277,0.258,109.65,106.45,6.94,9.1,11.78,11.63,33.59,30.72,25.23,24.34,8.62,8.35,5.27,6.99,15.75,15.71,20.7,23.13,1,89,17029,17229,23,14,3,2,2,1,0,3,0,1,6,3,1,1,28.7,38.3,80,0.478,6.1,17.6,0.344,21.8,28.5,0.766,14.4,17.9,11,30,41,23.2,7.5,4.4,104.5,11,0.757,0.404,0.151,0.077,0.125,0.243,0.522,0.645,0.372,0.392,0.386,0.332,0.553,0.078,386,0.92,0.313,0.361,22,1
Dallas Mavericks,95.79,94.83,0.96,91.25,103.5,102.44,1.07,0.489,0.479,0.527,0.519,44.72727273,37.27272727,49.34,109.3,106.14,41,0.489,0.479,0.19,0.203,0.146,0.151,0.234,0.252,103.5,102.44,8.14,7.74,10.89,11.87,35.31,35.57,22.59,22.11,9.25,9.18,5.52,4.34,14.62,15.09,20.07,19.85,2,68,20335,17713,17,23,3,4,2,2,1,2,0,4,7,10,1,0,27.9,36,80.8,0.446,6.9,19.7,0.352,15.2,19.1,0.795,13.5,16.5,10.5,35,45.5,21.5,8.4,4.3,94.2,13.4,0.729,0.24,0.167,0.148,0.175,0.271,0.482,0.658,0.355,0.409,0.422,0.339,0.509,0.051,248,0.829,0.228,0.35,10,0
Cleveland Cavaliers,93.03,100.23,-7.2,91.04,101.39,109.02,-7.63,0.463,0.508,0.505,0.544,26.09090909,55.90909091,49.69,97.5,117.49,24,0.463,0.508,0.22,0.202,0.159,0.145,0.289,0.278,101.39,109.02,7.27,7.38,13.89,12.39,32.18,34.16,21.6,25.17,7.7,8.64,4.33,6.74,15.94,14.54,21.75,22.76,0,104,15927,16723,14,23,2,0,4,2,0,4,1,2,13,13,0,0,29.1,37.8,86.9,0.435,7.4,21.1,0.351,16.8,23.4,0.716,14.3,18.2,13.1,29.5,42.6,21.1,7.2,3.8,99.8,11.7,0.763,0.326,0.188,0.081,0.167,0.238,0.446,0.599,0.322,0.326,0.343,0.346,0.516,0.044,211,0.836,0.236,0.359,6,0
Chicago Bulls,96.35,88.17,8.18,88.65,108,98.44,9.56,0.49,0.45,0.523,0.486,62.12121212,19.87878788,53.86,114.24,94.53,45,0.49,0.45,0.184,0.175,0.151,0.14,0.326,0.257,108,98.44,7.12,5.16,15.54,12.69,36.77,31.96,25.93,21.06,7.75,8.29,6.59,5.8,15.07,14.01,19.34,19.73,1,76,22161,17989,7,21,1,6,3,5,0,1,0,1,1,5,1,1,31.6,39.7,87.3,0.455,5.2,14.9,0.351,16.4,21.9,0.751,13.6,14.8,12.8,33.9,46.7,25,6.8,4.8,101.1,12.6,0.795,0.297,0.142,0.116,0.241,0.205,0.471,0.605,0.415,0.405,0.372,0.375,0.581,0.046,231,0.807,0.261,0.375,13,0
Charlotte Bobcats,86.96,100.86,-13.91,90.61,95.67,110.97,-15.3,0.439,0.512,0.483,0.549,8.696969697,73.3030303,46.39,91.27,120.73,21,0.439,0.512,0.206,0.206,0.15,0.143,0.236,0.291,95.67,110.97,4.38,6.77,11.29,12.97,31.57,36.56,22.1,25.62,6.62,8.32,6.02,6.3,14.97,14.34,20.82,22.35,1,87,14757,16534,50,12,2,0,8,1,0,2,1,1,15,14,0,0,29.5,33.5,80.8,0.415,4.5,14.1,0.321,17.8,23.5,0.756,14.1,17.5,10,29,38.9,21.4,5.7,5.6,89.3,12.8,0.831,0.29,0.125,0.108,0.309,0.169,0.439,0.592,0.322,0.377,0.363,0.295,0.584,0.049,229,0.757,0.158,0.34,12,0
Boston Celtics,91.85,89.33,2.52,90.07,101.34,98.84,2.49,0.496,0.452,0.535,0.498,48.45454545,33.54545455,47.31,107.18,97.2,41,0.496,0.452,0.2,0.216,0.155,0.162,0.197,0.276,101.34,98.84,6.07,5.77,8.51,13.09,34.29,34.7,26.03,20.67,8.33,8.63,6.05,5.1,15.53,16.25,21.98,20.4,1,67,18624,18289,12,22,3,2,3,5,0,3,0,1,4,7,1,1,32.5,38.7,82.4,0.469,5.6,14.2,0.394,18.6,23.3,0.798,15.3,17.1,7.1,32,39.2,29,7.7,4.7,101.5,12.9,0.806,0.28,0.116,0.145,0.266,0.194,0.483,0.637,0.333,0.418,0.42,0.367,0.62,0.049,223,0.909,0.309,0.439,4,0
Atlanta Hawks,96.59,93.15,3.44,89.71,105.51,101.64,3.88,0.5,0.48,0.535,0.517,49.6969697,32.3030303,49.34,109.99,103.56,44,0.5,0.48,0.192,0.186,0.145,0.157,0.239,0.256,105.51,101.64,8.14,6.46,10.79,11.77,34.19,34.37,24.51,22.38,8.87,8.17,5.02,5.17,14.48,15.74,19.5,20.88,0,97,15200,16820,10,20,1,4,1,1,0,2,0,4,5,6,1,1,32,38.5,83.3,0.462,6.7,18.4,0.362,16,21.9,0.731,12.7,15.9,10,31,40.9,24,8.1,5.3,99.7,13.2,0.751,0.277,0.153,0.074,0.247,0.249,0.482,0.63,0.43,0.397,0.373,0.37,0.532,0.048,233,0.915,0.34,0.398,8,1
