Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Los Angeles Lakers,98.2,94.29,3.9,92.3,105.45,101.46,3.99,0.481,0.471,0.522,0.515,56,26,50.4,111.37,103,34,0.481,0.471,0.244,0.222,0.144,0.156,0.281,0.267,105.45,101.46,4.78,5.51,13.11,12.1,33.2,33.57,25.51,22.41,8.93,8.08,4.96,4.04,14.35,15.56,22.68,26.56,1,122,18970,19380,24,17,6,5,3,3,1,2,0,2,2,11,1,0,32.3,41.1,86.7,0.474,3.8,11.3,0.334,23.7,35.2,0.676,14.2,19.8,13,33.1,46.1,25.7,7.8,5.2,109.7,11.5,0.833,0.326,0.143,0.126,0.238,0.167,0.479,0.632,0.392,0.369,0.379,0.327,0.608,0.054,333,0.901,0.239,0.322,16,1
Los Angeles Clippers,94.77,99.35,-4.59,91.31,103.13,108.12,-4.99,0.453,0.494,0.512,0.536,28,54,51.25,102.71,113.62,37,0.453,0.494,0.275,0.231,0.17,0.142,0.328,0.3,103.13,108.12,4.37,6,15.25,13.71,32.06,31.29,21.94,24.87,7.88,9.17,4.99,5.8,17,14.2,24.1,24.7,0,159,16229,16258,27,28,8,1,6,4,0,2,1,3,14,10,0,0,32.3,36,83.1,0.433,4.5,14,0.323,24.5,31,0.791,16.3,19.7,14.1,30.3,44.3,20.3,6.9,5.2,101.1,11,0.844,0.341,0.155,0.13,0.218,0.156,0.448,0.574,0.398,0.341,0.351,0.321,0.55,0.046,283,0.866,0.135,0.312,11,0
Indiana Pacers,91.38,85.62,5.76,87.38,103.91,97.15,6.76,0.471,0.459,0.52,0.504,61,21,50.95,105.71,95.77,44,0.471,0.459,0.243,0.218,0.154,0.172,0.285,0.261,103.91,97.15,6.23,4.55,13.38,12,34,33.53,24.6,22.82,10.07,8.05,5.7,7.09,15.37,17.19,23.7,24.82,1,110,16545,17711,24,18,5,9,0,1,0,2,0,1,1,6,1,1,30.3,36.2,82.3,0.439,5.7,15.8,0.36,19.6,26.1,0.749,13.2,18.5,12.1,31.4,43.5,22.5,9.1,6.1,97.6,12.1,0.797,0.288,0.156,0.157,0.196,0.203,0.457,0.589,0.366,0.368,0.407,0.351,0.6,0.052,301,0.871,0.33,0.383,8,0
Houston Rockets,89.78,88.05,1.73,87.74,101.04,99.14,1.91,0.484,0.447,0.528,0.495,45,37,51.75,101.01,96.16,51,0.484,0.447,0.221,0.233,0.178,0.144,0.265,0.255,101.04,99.14,7.07,6.28,11.63,12.45,36.33,32.28,21.67,23.19,7.69,9.74,6.08,4.93,17.77,14.39,24.18,23.27,0,94,15629,17769,28,30,0,3,2,2,0,1,0,2,7,5,1,1,35.6,34.1,76.8,0.444,6.8,18.3,0.372,18.4,23.3,0.787,16.1,20,9.6,33,42.6,20.2,7,5.8,93.3,12.7,0.773,0.268,0.153,0.141,0.211,0.227,0.464,0.596,0.383,0.402,0.398,0.366,0.512,0.054,289,0.854,0.315,0.384,16,0
Golden State Warriors,93.28,94.01,-0.73,89.85,102.91,103.7,-0.79,0.475,0.476,0.517,0.517,37,45,50.16,103.17,107.43,34,0.475,0.476,0.226,0.211,0.155,0.148,0.284,0.279,102.91,103.7,5.77,5.57,13.48,13.2,34.08,34.06,22.62,23.7,7.45,8.96,5.23,5.62,15.53,14.81,22.75,24.23,1,100,16235,15885,20,13,5,4,3,1,1,1,0,3,11,12,0,0,33.6,36,81.3,0.443,6.1,18.3,0.333,17.6,24.9,0.709,14.4,18.7,12.7,32.3,45.1,20.4,6.5,5.2,95.7,11.9,0.803,0.272,0.196,0.117,0.218,0.197,0.468,0.654,0.358,0.346,0.399,0.334,0.526,0.045,270,0.918,0.254,0.356,17,1
Detroit Pistons,90.1,84.26,5.84,88.13,101.72,95.1,6.62,0.461,0.441,0.511,0.484,54,28,51.26,104.46,91.01,54,0.461,0.441,0.247,0.202,0.162,0.166,0.301,0.282,101.72,95.1,4.59,4.9,13.96,13.49,34.31,32.39,23.43,21.49,9.07,8.91,7.85,5.64,16.23,16.64,22.91,25.84,0,109,21290,17128,20,17,5,4,2,3,1,1,0,1,3,2,1,1,32.8,34.3,78.9,0.434,4.3,12.1,0.355,19.9,25.8,0.77,13.8,16.4,12.2,31.5,43.7,21.5,8.3,8.1,92.7,10.7,0.847,0.34,0.153,0.175,0.179,0.153,0.452,0.566,0.356,0.393,0.374,0.344,0.592,0.053,299,0.817,0.257,0.394,7,0
Denver Nuggets,97.22,96.15,1.07,93.48,103.74,102.62,1.12,0.467,0.481,0.517,0.522,43,39,49.64,110.07,109.06,49,0.467,0.481,0.245,0.221,0.156,0.175,0.305,0.307,103.74,102.62,4.31,4.89,14.09,13.75,31.06,32.08,23.34,25.13,9.69,8.64,6.77,6.24,15.63,17.48,23.47,24.67,2,117,17597,17185,24,27,1,5,1,0,0,1,0,2,8,7,1,1,32.6,37.9,84,0.451,3.6,10.8,0.332,23,29.9,0.769,15.7,21.3,13.7,29.7,43.4,22.3,9.5,5.8,102.3,11.3,0.854,0.345,0.111,0.127,0.272,0.146,0.461,0.597,0.365,0.377,0.365,0.336,0.574,0.07,425,0.801,0.192,0.381,10,0
Dallas Mavericks,105.2,100.76,4.44,93.31,112.03,107.27,4.76,0.495,0.498,0.536,0.537,52,30,50.97,123.68,114.21,58,0.495,0.498,0.204,0.214,0.125,0.153,0.314,0.285,112.03,107.27,6.58,6.93,15.25,13.1,32.96,33.26,25.49,25.15,8.52,7.54,5.68,4.96,12.53,15.31,20.9,21.94,1,102,20136,17453,8,21,6,3,3,1,0,1,0,7,5,4,1,1,32.9,41.6,92.1,0.451,8.1,23.3,0.35,18.1,22.3,0.811,12.9,16.6,11.4,31.8,43.2,28.9,7.1,4.8,109.4,12.1,0.799,0.29,0.159,0.129,0.219,0.201,0.488,0.619,0.414,0.428,0.402,0.348,0.548,0.024,163,0.828,0.168,0.373,18,0
Cleveland Cavaliers,92.92,95.54,-2.62,90.73,101.51,104.18,-2.67,0.451,0.469,0.498,0.513,35,47,52.03,107.15,107.45,42,0.451,0.469,0.226,0.221,0.156,0.135,0.311,0.271,101.51,104.18,3.29,5.73,14.9,12.91,34.89,32.91,24.09,23.71,7.79,8.43,7.15,5.77,15.55,13.54,23.22,22.02,0,141,18288,18755,11,13,1,1,0,1,0,1,1,4,9,9,0,0,32.7,39.3,88.1,0.445,2.8,9.3,0.303,20.6,27.3,0.754,15.2,18.7,13.8,32.9,46.6,23.6,7.2,6.9,101.9,10.6,0.884,0.318,0.173,0.196,0.197,0.116,0.448,0.586,0.355,0.387,0.368,0.314,0.595,0.051,322,0.879,0.29,0.338,13,0
Chicago Bulls,89.7,96.05,-6.35,92.12,96.64,103.41,-6.78,0.446,0.469,0.486,0.518,23,59,49.13,98.32,111.15,47,0.446,0.469,0.197,0.253,0.164,0.156,0.281,0.286,96.64,103.41,5.64,5.76,13.77,13.28,33.1,35.22,23.56,24.82,8.66,9.1,5.2,5.86,16.41,15.63,25.11,22.11,0,115,19736,16517,23,17,2,0,3,1,0,3,1,2,14,4,0,1,31.7,34.6,83.9,0.412,6.2,18,0.345,16.6,22.4,0.743,15.2,20.7,11.7,30.2,41.9,23.6,7.5,4.5,92,12.4,0.814,0.283,0.13,0.142,0.259,0.186,0.431,0.537,0.385,0.349,0.383,0.342,0.614,0.045,283,0.79,0.214,0.349,10,1
Boston Celtics,95.26,96.71,-1.45,93.32,101.95,103.55,-1.61,0.486,0.479,0.532,0.524,36,46,47.81,103.68,108.46,45,0.486,0.479,0.245,0.24,0.168,0.174,0.252,0.305,101.95,103.55,7.22,7.25,11.11,13.96,31.85,32.96,21.97,24.58,10.05,9.35,4.32,5.33,16.82,17.42,23.98,23.75,0,127,16201,16955,11,13,2,0,4,2,0,4,0,1,8,3,1,1,31.2,35.4,80.2,0.441,7,20.4,0.342,20.5,26.8,0.766,15.9,20.1,9.9,30.4,40.3,22.4,8.8,3.8,98.2,13,0.751,0.285,0.126,0.118,0.222,0.249,0.475,0.608,0.35,0.394,0.42,0.346,0.524,0.048,284,0.875,0.259,0.394,10,0
Atlanta Hawks,92.82,97.46,-4.65,91.52,100.28,105.26,-4.98,0.465,0.476,0.514,0.522,28,54,49.79,102.16,111.21,13,0.465,0.476,0.235,0.234,0.168,0.143,0.286,0.295,100.28,105.26,5.52,6.35,13.12,13.8,33.03,32.73,21.71,23.75,8.26,9.63,5.38,5.48,16.84,14.3,24.06,22.38,0,112,13798,16283,33,10,2,2,4,0,0,5,1,4,12,15,0,0,34.3,36.5,83.9,0.435,6.3,18.4,0.341,19.9,25.1,0.794,15.7,20,10.7,30.4,41.1,20.3,7.7,4.9,99.3,11.7,0.809,0.303,0.148,0.153,0.205,0.191,0.456,0.577,0.371,0.363,0.409,0.335,0.537,0.045,289,0.845,0.292,0.37,2,0
