Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Washington Wizards,93.22,95.76,-2.54,92.02,100.41,103.13,-2.72,0.476,0.483,0.512,0.522,29,53,49.42,103.45,107.98,44,0.476,0.483,0.191,0.206,0.158,0.15,0.246,0.254,100.41,103.13,7.16,7.7,11.65,11.86,34.84,35.71,23.32,23.21,7.86,8.39,4.94,4.7,15.75,15,22.08,20.61,11,90,16343,16194,15,19,2,0,7,2,0,3,1,1,12,5,0,1,28.9,35.7,83,0.43,6.1,16.8,0.364,17,22.8,0.746,14.4,18.1,10.8,32.9,43.6,24,7.4,4.8,94.4,13.1,0.777,0.238,0.177,0.145,0.216,0.223,0.455,0.623,0.393,0.371,0.377,0.365,0.543,0.047,296,0.901,0.33,0.457,8,0
Utah Jazz,98.02,98.11,-0.09,90.66,107.03,106.91,0.12,0.492,0.501,0.533,0.543,43,39,50.73,113.12,110.02,25,0.492,0.501,0.215,0.226,0.155,0.154,0.288,0.268,107.03,106.91,6.75,7.44,13.17,11.97,32.72,32.51,24.75,22.45,9.19,8.51,6.86,6.38,15.5,15.39,23.3,22.19,0,116,18632,16769,24,34,0,4,2,2,0,3,0,4,9,15,0,0,29,39.1,85.8,0.456,7,18.7,0.374,15.4,20,0.774,12.8,18.6,10.1,30.1,40.2,23,8,5.7,100.6,12.5,0.794,0.274,0.192,0.105,0.224,0.206,0.477,0.662,0.377,0.375,0.383,0.366,0.554,0.052,318,0.893,0.219,0.378,16,0
Toronto Raptors,97.21,98.68,-1.48,90.13,106.24,107.72,-1.48,0.488,0.5,0.532,0.544,34,48,49.08,107.82,110.74,48,0.488,0.5,0.216,0.247,0.145,0.15,0.255,0.266,106.24,107.72,7.61,7.27,11.61,11.68,32.33,33.87,23.52,23.91,7.93,7.69,5.23,5.15,14.45,15,24.47,21.97,8,110,18145,16314,33,33,3,4,0,4,0,0,0,1,10,3,0,1,30.8,37.1,81.2,0.458,5.4,15.3,0.351,19.2,24.1,0.797,14,20.1,10.2,31.2,41.3,22.4,6.9,5.3,98.9,13.5,0.751,0.239,0.169,0.123,0.22,0.249,0.48,0.655,0.427,0.404,0.372,0.343,0.541,0.057,353,0.809,0.21,0.355,9,0
San Antonio Spurs,103.02,96.62,6.4,94.26,108.2,101.59,6.61,0.531,0.48,0.568,0.516,58,24,49.26,122.56,107.35,62,0.531,0.48,0.205,0.179,0.148,0.15,0.205,0.251,108.2,101.59,8.49,6.66,8.53,11.69,34.85,33.04,26.36,22.52,8.9,8.66,5.71,5.19,14.84,15.02,18.28,20.07,3,124,18432,17291,8,35,3,5,0,2,0,2,0,0,2,1,1,1,28.7,41.7,84.5,0.493,6.7,16.9,0.396,18.7,23.2,0.808,13.4,14.4,8.5,35.6,44.1,24,8.4,7,108.7,12.5,0.736,0.298,0.178,0.096,0.163,0.264,0.519,0.663,0.411,0.433,0.423,0.376,0.572,0.034,207,0.905,0.35,0.412,12,0
Sacramento Kings,100.23,105.11,-4.88,93.56,106.33,111.66,-5.33,0.491,0.517,0.532,0.56,28,54,48.22,108.12,124.31,28,0.491,0.517,0.208,0.227,0.149,0.15,0.266,0.29,106.33,111.66,7.89,8.1,12.2,12.61,30.85,33.7,22.1,26.66,8.68,8.08,4.42,6.7,14.9,15.03,22.21,21.2,5,128,13750,17306,17,36,5,0,3,2,1,2,1,2,13,13,0,0,29.3,39.1,85.5,0.457,6.4,17.7,0.36,20.1,26,0.771,14.3,20.6,10.7,30.4,41.1,22.3,7.9,4,104.6,12.2,0.757,0.291,0.211,0.082,0.172,0.243,0.474,0.63,0.392,0.385,0.354,0.363,0.491,0.04,247,0.807,0.265,0.384,15,1
Portland Trailblazers,97.5,100.67,-3.17,91.29,105.87,109.57,-3.7,0.498,0.512,0.536,0.547,33,49,49.04,106.96,118.32,54,0.498,0.512,0.194,0.189,0.154,0.138,0.253,0.267,105.87,109.57,8.91,6.92,11.57,11.96,32.76,34.22,23.62,25.8,7.12,9.17,4.67,4.77,15.43,13.79,20.1,20.4,2,108,19830,16728,22,22,0,1,7,4,0,4,1,4,11,5,0,1,35.1,40.4,87.5,0.462,8.9,24.1,0.371,18.2,22.8,0.796,14.7,15.2,10.7,30.7,41.4,23.4,6.5,4.5,107.9,13.6,0.716,0.284,0.126,0.095,0.211,0.284,0.486,0.62,0.381,0.426,0.394,0.353,0.529,0.059,359,0.816,0.239,0.397,13,0
Phoenix Suns,95.18,101.65,-6.46,93.25,101.43,108.18,-6.75,0.477,0.512,0.512,0.549,25,57,48.97,105.73,117.27,48,0.477,0.512,0.174,0.208,0.159,0.157,0.27,0.281,101.43,108.18,6.24,7.37,12.46,12.43,31.89,33.72,24.11,24.27,8.56,8.88,5.64,5.46,15.92,15.7,21.94,19.61,1,104,15437,17152,14,43,3,1,4,0,0,3,1,4,15,9,0,0,29.8,37.8,82.9,0.456,5.4,16.7,0.322,15.1,20,0.756,14.5,18.7,11.7,29,40.7,24.8,8.1,4.7,96.1,12.7,0.79,0.281,0.158,0.113,0.237,0.21,0.473,0.646,0.345,0.38,0.396,0.33,0.564,0.036,226,0.831,0.276,0.366,12,0
Philadelphia 76ers,93.17,96.51,-3.34,90.69,102.34,106,-3.66,0.481,0.495,0.509,0.534,34,48,48.44,105.49,112.2,19,0.481,0.495,0.146,0.2,0.138,0.151,0.249,0.266,102.34,106,6.94,7.35,12,12.1,33.4,36.22,25.01,25.05,8.16,7.9,5.14,5.3,13.8,15.14,20.16,17.83,4,76,16717,17323,10,39,0,2,5,0,0,3,0,6,9,14,0,0,32.4,39.6,87.5,0.453,5.2,14.5,0.36,12,16.9,0.712,13.7,17.2,10.4,31.2,41.6,25.9,8.1,4.4,96.5,12.7,0.791,0.263,0.153,0.147,0.228,0.209,0.466,0.62,0.381,0.409,0.381,0.36,0.56,0.036,236,0.855,0.3,0.381,11,0
Orlando Magic,94.12,101.11,-6.99,91.81,102,109.6,-7.6,0.485,0.508,0.514,0.543,20,62,49.97,105.93,117.42,23,0.485,0.508,0.149,0.195,0.152,0.131,0.254,0.254,102,109.6,6.69,8.16,11.76,11.74,34.52,34.61,24.73,25.72,6.98,7.83,4.73,5.68,15.16,13.07,21.03,17.89,6,107,17627,16822,14,24,1,0,3,1,0,2,1,0,15,13,0,0,32.2,39.3,87.3,0.451,5.9,17.6,0.333,12.5,16.6,0.755,14.2,17.9,11.4,33.2,44.5,22.2,6.8,4.4,97.1,12.6,0.777,0.289,0.166,0.116,0.206,0.223,0.482,0.622,0.425,0.394,0.382,0.329,0.563,0.04,246,0.82,0.228,0.371,6,0
Oklahoma City Thunder,105.72,96.51,9.21,93.59,112.1,102.37,9.74,0.527,0.469,0.58,0.51,60,22,51.75,126.2,101.89,59,0.527,0.469,0.28,0.197,0.155,0.151,0.267,0.266,112.1,102.37,7.73,7.89,11.04,12.77,35.24,30.4,22.67,21.74,8.78,8.71,8.07,4.17,15.53,15.07,21.39,21.96,3,130,18203,18336,30,41,3,6,0,1,0,3,0,3,1,2,1,1,31.3,41.9,85.4,0.491,6.9,17.8,0.385,25.9,31,0.834,16.1,18.2,10.4,36.6,46.9,23.7,8.3,9.4,116.5,12.6,0.756,0.294,0.146,0.13,0.186,0.244,0.514,0.677,0.389,0.437,0.409,0.377,0.492,0.071,418,0.851,0.252,0.44,13,1
