Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,99.95,95.72,4.23,89.59,111.28,106.6,4.68,0.515,0.508,0.55,0.548,54,28,49.34,109.88,105,37,0.515,0.508,0.196,0.217,0.129,0.162,0.256,0.253,111.28,106.6,12.1,8.68,12.08,11.19,33.08,35.19,21.44,21.46,9.12,7.1,3.99,4.44,12.87,16.19,22.4,21.4,2,109,19033,18271,12,31,7,2,2,4,0,1,0,1,2,9,1,0,28.2,37.5,81.7,0.458,9.5,25.2,0.378,17.3,22.6,0.765,12.1,18.5,12.8,29.9,42.7,21,8,3.8,101.7,14.6,0.646,0.28,0.096,0.083,0.188,0.354,0.487,0.613,0.372,0.38,0.407,0.376,0.398,0.049,302,0.833,0.236,0.377,30,2
New Orleans Hornets,94.07,97.94,-3.87,88.25,106.06,110.42,-4.36,0.489,0.52,0.528,0.557,27,55,51.42,105.92,115.1,34,0.489,0.52,0.193,0.208,0.154,0.144,0.292,0.256,106.06,110.42,7.36,8.69,13.59,11.48,33.36,32.88,23.66,26.33,7.15,8.91,6.05,6.77,15.44,14.36,23,21.09,6,116,13803,17254,16,41,0,0,1,4,0,1,1,2,14,12,0,0,29.5,37.7,81.8,0.461,5.2,14.4,0.361,15.8,20.3,0.775,15,17.9,13.1,31.6,44.7,24.2,6.9,6.3,96.4,12.1,0.776,0.298,0.208,0.095,0.175,0.224,0.473,0.614,0.379,0.371,0.402,0.363,0.521,0.056,329,0.858,0.176,0.382,16,0
Minnesota Timberwolves,95.74,98.11,-2.37,92.63,103.1,105.51,-2.41,0.473,0.511,0.517,0.545,31,51,49.94,107.01,112.95,40,0.473,0.511,0.226,0.187,0.152,0.165,0.274,0.261,103.1,105.51,5.91,7.55,12.78,11.42,32.48,33.88,24.11,24.03,9.19,8.67,5.08,6.31,15.22,16.5,19.82,24.22,1,91,16340,17034,38,44,3,2,2,4,0,4,1,3,12,10,0,0,30.2,35.8,80.6,0.445,4.7,15.6,0.304,21.3,28.4,0.751,14.2,16.4,12.6,31,43.6,23.1,9.1,4.2,97.7,12.3,0.78,0.331,0.139,0.083,0.227,0.22,0.477,0.613,0.328,0.415,0.393,0.305,0.592,0.051,313,0.798,0.226,0.345,10,0
Milwaukee Bucks,98.88,100.38,-1.5,94.63,103.7,105.54,-1.84,0.476,0.492,0.51,0.531,38,44,48.84,112.06,115,15,0.476,0.492,0.174,0.201,0.143,0.161,0.279,0.287,103.7,105.54,7.69,6.78,13.66,13.07,32.45,35.35,23.99,24.27,8.76,8.44,7.03,4.64,14.29,16.07,19.88,20.09,8,104,15036,16920,25,30,8,1,0,5,1,2,0,6,8,15,1,0,30,40.1,93.4,0.43,7.5,21.1,0.355,16.3,22,0.742,14.7,17.3,12.6,30,42.6,25.8,9.5,6.1,104.1,12.2,0.768,0.32,0.143,0.122,0.183,0.232,0.457,0.589,0.331,0.391,0.369,0.36,0.548,0.04,269,0.817,0.234,0.384,9,0
Miami Heat,102.88,95.01,7.87,90.01,113.14,104.48,8.67,0.552,0.487,0.588,0.527,66,16,49.04,120.62,101.48,54,0.552,0.487,0.224,0.2,0.146,0.162,0.222,0.27,113.14,104.48,9.62,8.37,9.07,12.35,33.4,31.77,25.35,22.19,9.52,8.7,5.92,3.51,14.59,16.17,20.56,22.44,3,122,19983,19091,26,26,0,4,0,1,0,0,0,1,1,2,1,1,30.2,44.9,86.2,0.521,7.2,18.1,0.395,21.4,28.3,0.754,14.8,16.7,8.7,32.9,41.6,27.9,9.7,5.5,118.4,13.2,0.715,0.297,0.127,0.099,0.192,0.285,0.536,0.704,0.401,0.387,0.441,0.396,0.522,0.066,392,0.866,0.384,0.433,6,0
Memphis Grizzlies,93.4,89.26,4.15,88.44,104.95,100.34,4.6,0.472,0.475,0.514,0.516,56,26,52.24,107.63,97.04,50,0.472,0.475,0.202,0.209,0.148,0.166,0.31,0.257,104.95,100.34,5.23,6.91,14.51,11.59,33.5,32.34,23.5,21.92,9.63,8.23,5.97,6.17,14.79,16.55,22.75,22.53,1,115,16625,17195,21,35,1,1,1,1,0,3,0,4,5,7,1,1,32.8,37.3,83.1,0.449,3.2,10,0.32,18.5,23.6,0.785,13.5,17.7,13.8,31.9,45.7,22.1,9.5,5.3,96.3,11.5,0.834,0.304,0.196,0.125,0.21,0.166,0.463,0.583,0.383,0.405,0.4,0.345,0.533,0.044,255,0.885,0.287,0.396,12,0
Los Angeles Lakers,102.21,101.05,1.16,93.86,108.48,107.25,1.23,0.512,0.496,0.548,0.526,45,37,51.23,114.31,114.94,27,0.512,0.496,0.239,0.163,0.155,0.131,0.27,0.257,108.48,107.25,9.26,7.93,12.19,12.26,35.36,33.02,23.53,24.83,7.46,9.01,5.55,5.13,15.55,13.14,18.99,24.48,3,111,18997,18867,44,25,2,2,5,5,0,1,0,0,7,14,1,0,33.9,39.1,83.7,0.467,7.4,21.2,0.349,22.2,32.4,0.686,16.5,17.1,11.3,34.9,46.2,24.2,7.6,6,107.8,13.3,0.697,0.281,0.17,0.089,0.158,0.303,0.503,0.649,0.396,0.424,0.402,0.355,0.518,0.057,356,0.859,0.257,0.375,19,0
Los Angeles Clippers,101.09,94.63,6.45,90.56,111.34,104.29,7.05,0.526,0.492,0.557,0.535,56,26,51.56,119.26,102.48,57,0.526,0.492,0.203,0.229,0.152,0.17,0.288,0.265,111.34,104.29,8.42,8.43,12.6,11.97,33.24,31.11,26.3,24.35,10.53,8.14,6.19,4.5,15.21,16.96,23.05,23.01,6,110,19227,17807,15,39,3,8,1,3,0,1,0,1,4,3,1,1,26.7,41.9,84,0.499,7,19.2,0.365,18.7,26.9,0.695,13.5,19.3,11.8,31.1,42.9,27.6,9.8,4.7,109.5,13,0.735,0.281,0.17,0.089,0.195,0.265,0.522,0.677,0.46,0.432,0.392,0.358,0.556,0.092,557,0.877,0.334,0.381,9,0
Indiana Pacers,94.74,90.72,4.03,89.63,104.89,100.18,4.72,0.479,0.453,0.521,0.495,49,32,52.88,108.42,98.2,56,0.479,0.453,0.219,0.197,0.161,0.144,0.303,0.254,104.89,100.18,7.59,6,14.26,12.39,36.51,32.73,22.49,21.2,7.93,8.33,7.01,6.26,16.1,14.38,22.18,24.23,4,103,15270,17061,14,46,3,5,2,3,0,2,0,2,3,1,1,1,32.4,38.7,85.5,0.453,7,19.7,0.356,17.2,22.5,0.765,14.9,18.1,12.3,33.9,46.2,23,7.9,6.8,101.6,12.7,0.755,0.271,0.19,0.116,0.178,0.245,0.465,0.612,0.399,0.375,0.371,0.347,0.513,0.048,283,0.847,0.251,0.364,23,0
Houston Rockets,105.95,102.48,3.48,95.84,109.99,106.45,3.54,0.525,0.502,0.564,0.54,45,37,51.05,118.52,115.63,54,0.525,0.502,0.232,0.196,0.164,0.148,0.264,0.248,109.99,106.45,10.98,8.37,11.51,11.1,33.57,32.16,24.08,23.54,8.6,8.78,4.55,6.31,16.43,14.76,21.04,21.21,4,147,16672,17982,11,30,1,3,2,9,1,1,0,2,8,4,1,1,32.4,39.2,83.7,0.469,9.4,25.5,0.367,22.8,29.9,0.764,17.4,17.5,10.3,32.7,43.1,25.7,8.1,4.2,110.6,12.8,0.651,0.341,0.156,0.048,0.106,0.349,0.511,0.653,0.35,0.338,0.372,0.366,0.52,0.066,415,0.841,0.29,0.392,11,2
Golden State Warriors,101.17,100.28,0.89,94.26,106.66,105.59,1.07,0.506,0.486,0.545,0.526,47,35,51.27,115.29,113.02,51,0.506,0.486,0.202,0.211,0.156,0.136,0.254,0.245,106.66,105.59,8.46,8.44,11.38,11.65,36.01,33.33,23.72,24.8,7.29,8.6,4.45,5.12,15.56,13.62,22.54,20.17,1,107,19374,17204,6,33,1,1,2,4,0,0,0,4,6,6,1,1,31.1,41.2,89.7,0.459,10.2,24.3,0.42,16.1,19.9,0.805,15.2,19.8,10,34.2,44.1,23,7.1,3.8,108.6,13.5,0.761,0.242,0.173,0.118,0.229,0.239,0.475,0.65,0.361,0.391,0.418,0.403,0.542,0.045,284,0.769,0.226,0.461,21,1
Detroit Pistons,94.85,98.84,-3.99,90.52,104.12,108.34,-4.22,0.487,0.505,0.521,0.543,29,53,50.21,104.05,114.92,29,0.487,0.505,0.197,0.209,0.16,0.144,0.283,0.27,104.12,108.34,6.87,8.07,13.27,12.18,32.97,33.61,23.32,24.56,7.68,9.24,5.36,6.31,15.98,14.36,21.73,21.79,1,111,14783,16886,28,27,2,3,5,4,1,3,1,1,11,11,0,0,30.3,35.4,78.8,0.449,5.4,14.3,0.375,15.6,21.9,0.713,15,17.3,11.9,29.9,41.9,21.4,6.5,4.2,91.8,11.1,0.783,0.37,0.172,0.072,0.169,0.217,0.474,0.609,0.347,0.34,0.366,0.356,0.514,0.054,320,0.926,0.267,0.356,16,0
Denver Nuggets,106.15,101.06,5.09,94.63,110.91,105.43,5.48,0.515,0.493,0.549,0.528,57,25,51.98,124.42,112.16,36,0.515,0.493,0.216,0.193,0.154,0.158,0.314,0.282,110.91,105.43,6.64,8.74,13.91,12.98,33.14,30.42,25.51,24.63,9.71,8.37,6.79,7.05,15.35,15.84,21.43,22.58,2,135,17820,17353,44,38,1,0,2,2,0,1,0,3,3,11,1,0,30.4,38.9,81,0.481,6.5,18.3,0.358,18,26,0.694,13.6,18.2,13.2,32.7,45.9,25.5,8.9,5.5,102.5,10.4,0.783,0.415,0.172,0.08,0.115,0.217,0.516,0.655,0.368,0.347,0.352,0.343,0.551,0.1,642,0.862,0.345,0.351,21,0
Dallas Mavericks,101.13,101.73,-0.6,93.83,106.17,106.77,-0.6,0.506,0.492,0.544,0.534,41,41,47.91,116.77,115.09,49,0.506,0.492,0.192,0.227,0.142,0.147,0.218,0.27,106.17,106.77,7.76,8.22,9.82,12.61,34.18,35.22,24.4,23.1,8.3,8.93,5.81,4.35,14.17,14.71,21.74,19.8,4,127,20036,17613,15,39,1,1,2,8,2,2,0,4,10,8,0,1,28.4,39.5,84.4,0.468,6.6,17.5,0.379,15,18.2,0.824,14.4,17.2,8.6,32.4,41,24.7,7.5,4.8,100.6,13,0.764,0.242,0.179,0.16,0.182,0.236,0.489,0.627,0.432,0.412,0.431,0.372,0.538,0.031,196,0.86,0.232,0.363,18,0
Cleveland Cavaliers,96.5,101.18,-4.68,92.19,104.41,109.73,-5.33,0.473,0.523,0.514,0.561,24,58,49.35,103.62,118.94,33,0.473,0.523,0.2,0.225,0.145,0.16,0.282,0.274,104.41,109.73,7.22,8.07,13.25,11.76,31.13,33.9,22.35,25.96,8.54,8.25,4.41,7.41,14.51,15.96,22.92,21.36,2,103,16192,16781,14,25,4,0,3,4,2,4,1,1,13,10,0,0,31.4,38.3,86.8,0.442,5.8,16.8,0.344,18.1,23.9,0.757,13.9,19.7,13.4,29.5,42.9,19.8,7.9,4,100.5,12.4,0.771,0.294,0.174,0.116,0.188,0.229,0.46,0.584,0.352,0.385,0.411,0.346,0.509,0.057,338,0.821,0.211,0.338,12,1
Chicago Bulls,93.18,92.87,0.32,89.16,103.72,103.42,0.3,0.47,0.477,0.512,0.517,45,37,51.23,107.13,102.44,48,0.47,0.477,0.201,0.206,0.152,0.146,0.294,0.264,103.72,103.42,6.05,6.15,13.93,12.24,34.13,33.53,25.6,20.98,7.98,8.15,5.66,6.48,15.2,14.56,21.95,21.85,5,114,21877,18145,13,29,5,4,1,1,0,2,0,0,5,4,1,1,33.5,36.4,81.9,0.444,4.6,12.8,0.362,16.5,21.1,0.779,14,17.9,13.3,32.8,46.1,24,7.4,4.8,93.8,12.2,0.811,0.306,0.139,0.14,0.226,0.189,0.456,0.615,0.333,0.376,0.367,0.353,0.61,0.039,240,0.839,0.229,0.359,11,0
Charlotte Bobcats,93.43,102.66,-9.23,91.14,101.86,111.79,-9.93,0.46,0.524,0.507,0.558,21,61,47.76,100.12,123.12,43,0.46,0.524,0.233,0.197,0.143,0.148,0.257,0.289,101.86,111.79,6.24,9.51,12.19,12.9,31.76,35.13,21.1,27.5,7.86,7.56,6.37,7.5,14.28,14.79,20.76,23.19,4,122,15324,16534,40,34,0,0,4,3,1,1,1,0,14,7,0,1,29.9,34.2,78.6,0.435,4.3,13.8,0.313,17.7,23.5,0.753,12.5,17.5,12,30.8,42.8,18.8,7.5,6.2,90.5,12.2,0.79,0.319,0.147,0.111,0.212,0.21,0.448,0.577,0.323,0.373,0.38,0.335,0.507,0.051,298,0.838,0.208,0.402,15,0
Brooklyn Nets,96.88,95.1,1.78,88.7,108.26,106.31,1.95,0.498,0.503,0.536,0.534,49,33,52.18,107.82,106.57,44,0.498,0.503,0.219,0.174,0.155,0.145,0.31,0.263,108.26,106.31,8.56,7.06,14.27,11.97,33.52,31.85,22.73,23.94,8.16,8.37,5.33,5.32,15.54,14.48,20.44,23.87,3,124,17188,17240,30,41,4,3,2,3,0,1,0,1,4,6,1,1,31.5,37.2,81.8,0.455,7.6,21,0.361,19.3,26.2,0.736,13.6,15.5,12.3,30.5,42.7,23,6.5,5.1,101.3,12.6,0.731,0.272,0.203,0.102,0.154,0.269,0.484,0.623,0.405,0.397,0.4,0.357,0.484,0.041,249,0.871,0.349,0.395,12,0
Boston Celtics,96.52,96.74,-0.22,91.44,103.43,103.86,-0.43,0.503,0.482,0.543,0.523,41,40,47.46,110.07,107.95,25,0.503,0.482,0.204,0.216,0.149,0.155,0.201,0.268,103.43,103.86,6.59,7.29,8.65,12.26,33.51,34.5,24.38,23.22,8.82,8.4,4.83,5.01,14.9,15.48,22.72,20.86,1,106,18624,17769,25,36,2,4,0,3,0,1,0,4,7,12,1,0,30.5,38.3,82.6,0.464,5.9,16.4,0.359,16.4,20.9,0.784,14.4,18.8,6.9,32.9,39.8,25.9,8.4,4.2,99,12.9,0.785,0.287,0.13,0.128,0.239,0.215,0.494,0.623,0.357,0.446,0.439,0.358,0.555,0.043,258,0.914,0.339,0.399,22,0
Atlanta Hawks,97.95,97.55,0.4,92.27,105.23,104.71,0.52,0.517,0.496,0.546,0.531,44,38,48.3,112.6,111.24,38,0.517,0.496,0.174,0.181,0.153,0.156,0.222,0.264,105.23,104.71,9.25,8.12,9.93,12.15,33.97,34.81,26.29,23.89,8.7,9.02,4.83,4.58,15.32,15.63,19.3,20.2,4,107,15126,17166,13,29,0,1,0,5,1,4,0,3,6,8,1,1,32.1,39.8,83.9,0.475,8.4,22.1,0.381,12.8,18.5,0.69,14.9,16,8.7,32.8,41.5,27.7,8.2,5.4,100.9,13.4,0.714,0.281,0.152,0.073,0.208,0.286,0.501,0.678,0.382,0.387,0.389,0.371,0.585,0.052,323,0.874,0.264,0.426,12,0
