Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,98.59,99.38,-0.79,90.13,108.42,109.35,-0.93,0.505,0.514,0.541,0.558,37,45,48.99,108.56,108.73,17,0.505,0.514,0.189,0.245,0.136,0.152,0.251,0.257,108.42,109.35,10.18,9.57,11.67,11.31,32.69,34.89,22.01,21.71,8.46,6.88,4.92,3.72,13.64,15.23,24.34,21.62,4,102,19812,17422,6,36,1,3,3,1,0,2,0,3,9,15,0,0,31.2,37.9,84.2,0.45,9.1,24.2,0.374,17.1,22,0.781,12.4,20.4,11.5,32.1,43.6,21.8,7.6,4.9,101.9,14.4,0.698,0.252,0.112,0.111,0.222,0.302,0.482,0.628,0.355,0.412,0.417,0.372,0.45,0.055,342,0.818,0.207,0.394,21,0
New Orleans Pelicans,99.72,102.43,-2.71,91.83,107.64,110.34,-2.7,0.495,0.515,0.537,0.558,34,48,50,113.89,116.44,45,0.495,0.515,0.22,0.249,0.14,0.15,0.269,0.262,107.64,110.34,6.4,8.57,12.28,11.57,32.72,33.34,22.97,24.24,8.52,7.58,6.88,6.62,14.02,15.04,24.44,21.86,9,136,16391,17397,17,41,1,1,4,3,0,0,0,4,12,8,0,1,29.7,40,85.6,0.468,5.5,14.6,0.374,19.1,24.3,0.788,13.7,19.7,11.4,31,42.4,21.9,8.3,6.9,104.7,11.5,0.807,0.332,0.183,0.107,0.184,0.193,0.479,0.598,0.37,0.419,0.409,0.373,0.506,0.05,305,0.866,0.231,0.382,20,0
Minnesota Timberwolves,106.93,104.26,2.67,96.99,109.27,106.36,2.92,0.486,0.518,0.535,0.55,40,42,50.31,119.65,118.44,16,0.486,0.518,0.249,0.177,0.138,0.163,0.274,0.255,109.27,106.36,7.48,8.25,12.77,11.28,32.95,33.8,24.46,23.33,8.95,8.01,3.69,5.69,13.77,16.3,18.74,24.09,1,156,14565,17606,22,37,1,4,2,2,0,4,0,3,10,15,0,0,32.5,41.5,90.6,0.459,7.8,21.7,0.357,26.6,33.4,0.796,13.9,16.9,12.8,33.2,45.9,25.5,9.6,3,117.4,12.1,0.755,0.334,0.157,0.091,0.174,0.245,0.478,0.619,0.386,0.348,0.358,0.341,0.564,0.042,278,0.838,0.224,0.332,14,1
Milwaukee Bucks,95.48,103.66,-8.18,91.8,102.96,112.05,-9.09,0.479,0.52,0.519,0.559,15,67,48.57,103.42,119.55,41,0.479,0.52,0.204,0.225,0.154,0.147,0.271,0.286,102.96,112.05,7.21,9.19,12.77,12.67,31.55,34.38,23.15,24.65,7.12,8.44,5.3,5.44,15.41,14.66,22.53,22.28,3,72,13465,17014,23,28,2,1,9,1,0,4,1,2,15,6,0,1,30,36.4,84.3,0.432,7.1,20.1,0.353,16.8,21.9,0.769,14.6,19.8,11,29.1,40.2,22.3,6.3,4,96.7,12.1,0.769,0.314,0.168,0.106,0.182,0.231,0.464,0.584,0.365,0.389,0.392,0.353,0.547,0.038,232,0.812,0.182,0.375,5,0
Miami Heat,102.2,97.44,4.76,90.75,111.48,106.08,5.4,0.554,0.511,0.59,0.549,54,28,47.76,117.09,106.35,37,0.554,0.511,0.228,0.212,0.155,0.17,0.206,0.27,111.48,106.08,8.85,9.21,8.33,11.76,31.89,32.13,24.57,23.25,9.74,8.86,4.88,3.4,15.51,16.95,21.23,22.24,6,143,19781,19191,26,41,2,3,1,7,1,2,0,1,2,10,1,0,29.9,43.5,83.9,0.519,8,21.9,0.364,20.6,27.2,0.758,15.7,17.4,7,29.9,36.9,26.5,9.5,4,115.7,12.8,0.708,0.33,0.127,0.084,0.168,0.292,0.558,0.697,0.467,0.433,0.413,0.364,0.509,0.064,383,0.88,0.372,0.429,5,1
Memphis Grizzlies,96.15,94.57,1.57,89.34,106.95,105.05,1.89,0.495,0.497,0.529,0.535,50,32,51.97,110.56,103.79,55,0.495,0.497,0.184,0.199,0.144,0.152,0.283,0.243,106.95,105.05,5.49,8.33,12.89,10.96,34.27,32.55,24.31,22.11,8.56,8.01,5.09,5.55,14.38,15.16,21.27,21.04,0,109,16718,17269,16,34,1,2,1,2,0,1,0,1,7,5,1,1,30.4,39.6,86.2,0.46,3.8,11.8,0.324,16.7,22,0.762,12.2,16,11.4,30.7,42.1,23,7.7,3.9,99.8,11.3,0.829,0.301,0.223,0.115,0.191,0.171,0.487,0.631,0.411,0.42,0.391,0.353,0.526,0.036,222,0.894,0.28,0.368,17,1
Los Angeles Lakers,102.95,109.24,-6.29,98.51,104.38,110.98,-6.6,0.505,0.513,0.542,0.546,27,55,45.58,114.28,130.67,21,0.505,0.513,0.199,0.192,0.15,0.138,0.202,0.29,104.38,110.98,9.57,8.25,9.21,13.23,32.39,36.55,24.8,26.17,7.55,9.79,5.51,4.79,15,13.75,20.12,19.57,10,143,18829,17846,8,35,2,1,7,1,0,1,1,2,14,14,0,0,29.6,36.9,82.6,0.447,8.4,23.2,0.361,16.1,20.7,0.777,15.1,17.4,8.2,32.4,40.7,27,7.3,5.3,98.3,13.5,0.709,0.247,0.177,0.116,0.169,0.291,0.478,0.64,0.407,0.392,0.375,0.381,0.569,0.045,283,0.854,0.239,0.405,6,0
Los Angeles Clippers,107.93,100.95,6.98,95.33,112.78,105.36,7.42,0.526,0.484,0.567,0.527,57,25,49.58,124.44,110.13,56,0.526,0.484,0.258,0.222,0.139,0.153,0.25,0.275,112.78,105.36,8.83,7.57,10.93,12.87,34,32.77,25.69,24.28,8.96,7.26,5.06,3.62,13.92,15.31,22.52,24.42,9,134,19212,17219,14,35,3,8,1,2,0,1,0,1,3,3,1,1,33.3,41.3,82.7,0.499,7.4,20.1,0.371,23.1,32.3,0.716,13.4,19.5,11.8,35.1,46.9,27.5,9,5.4,113.1,13.8,0.709,0.267,0.137,0.097,0.208,0.291,0.525,0.707,0.408,0.422,0.415,0.352,0.568,0.081,496,0.847,0.286,0.401,11,1
Indiana Pacers,96.74,92.34,4.4,91.73,104.93,99.96,4.97,0.49,0.46,0.535,0.501,56,26,52.04,109.93,97.44,38,0.49,0.46,0.226,0.197,0.157,0.143,0.249,0.232,104.93,99.96,7.28,7.1,11.03,11.3,37.45,33.28,21.84,20.13,7.28,7.83,5.9,4.99,15.68,14.32,22.16,23.67,4,120,17501,17872,8,37,3,2,3,5,0,1,0,1,1,9,1,0,32.8,38.1,83.8,0.455,6.8,19,0.36,20,25,0.799,14.8,18.6,9.8,35.4,45.2,22.9,6.8,5.6,103.1,13,0.765,0.249,0.188,0.124,0.205,0.235,0.477,0.611,0.418,0.382,0.425,0.357,0.498,0.03,180,0.831,0.246,0.406,14,0
Houston Rockets,107.67,103.11,4.56,96.23,111.04,106.54,4.5,0.531,0.489,0.571,0.527,54,28,52.11,120.71,113.29,56,0.531,0.489,0.275,0.193,0.159,0.138,0.274,0.259,111.04,106.54,9.8,8.39,11.57,12.31,35.18,30.73,22.07,22.95,7.81,8.87,5.8,5.8,15.9,13.81,21.08,25.11,3,139,18124,17428,35,30,0,6,3,4,0,2,0,3,4,2,1,1,33.4,40.6,82.7,0.491,8.7,24,0.363,25.3,35.5,0.713,16,18.7,11.8,35.5,47.2,22.8,7.7,6.1,115.3,11.9,0.67,0.341,0.214,0.049,0.065,0.33,0.529,0.663,0.405,0.391,0.343,0.358,0.472,0.078,481,0.834,0.23,0.389,11,1
Golden State Warriors,104.26,99.45,4.81,96.09,107.68,102.82,4.86,0.517,0.477,0.55,0.522,51,31,51.14,119.55,107.52,67,0.517,0.477,0.186,0.224,0.154,0.149,0.251,0.238,107.68,102.82,9.75,7.17,11.29,11.07,35.51,33.68,24.08,21.22,8.09,8.18,5.13,4.31,15.43,14.94,22.47,19.97,8,99,19596,17526,15,38,3,5,1,3,0,0,0,0,6,1,1,1,32.9,42.7,88,0.485,10.2,25.3,0.404,15.8,20.7,0.765,15.2,19.2,10.3,34.2,44.6,26.4,7.9,4.5,111.4,13.4,0.709,0.264,0.176,0.1,0.169,0.291,0.496,0.654,0.394,0.396,0.412,0.38,0.54,0.055,363,0.753,0.24,0.413,21,0
Detroit Pistons,101.05,104.71,-3.66,94.37,106.53,110.42,-3.89,0.482,0.52,0.515,0.559,29,53,51.35,110.02,120.84,32,0.482,0.52,0.199,0.218,0.147,0.152,0.314,0.266,106.53,110.42,6.52,8.78,15.38,11.74,32.46,33.59,22.04,25.73,8.83,8.62,5.08,5.18,14.7,15.23,21.42,21.85,3,129,15025,17281,39,25,6,2,4,5,1,1,0,0,11,12,0,0,32.8,40.1,87.3,0.459,5.9,18.1,0.327,16.4,26.6,0.618,13.8,18.7,16.7,34.4,51.1,21.3,8.8,5.7,102.5,11.1,0.778,0.356,0.197,0.068,0.157,0.222,0.483,0.64,0.344,0.369,0.348,0.321,0.493,0.052,342,0.779,0.251,0.396,24,0
Denver Nuggets,104.38,106.52,-2.15,97.77,106.35,108.6,-2.25,0.497,0.5,0.536,0.543,36,46,50.89,115.26,119.78,30,0.497,0.5,0.222,0.233,0.157,0.142,0.275,0.255,106.35,108.6,8.72,7.52,12.54,11.56,33.76,33.13,22.84,22.91,7.64,8.63,5.7,5.71,15.66,14.2,23.48,22.11,6,119,16900,17212,30,31,4,2,5,1,0,3,0,2,11,12,0,0,29.6,39.2,86.7,0.453,8.4,24.3,0.346,19.8,27.6,0.717,15.7,20.1,12.7,32.8,45.5,24.8,7.1,5.1,106.7,12.5,0.722,0.309,0.182,0.08,0.15,0.278,0.481,0.634,0.373,0.351,0.366,0.358,0.518,0.066,425,0.813,0.24,0.416,20,0
Dallas Mavericks,104.84,102.44,2.4,93.75,110.99,108.47,2.52,0.526,0.515,0.564,0.556,49,33,48.85,120.73,113.63,50,0.526,0.515,0.201,0.229,0.14,0.163,0.246,0.273,110.99,108.47,9.31,8.76,10.84,12.18,32.46,33.17,24.98,23.35,9.09,8.2,4.6,3.72,13.97,16.26,21.12,21.09,4,110,19951,17269,22,50,2,3,0,7,1,0,0,3,8,7,1,1,30.5,41.7,86.6,0.481,8.8,22.2,0.393,17.1,20.8,0.821,13.2,16.7,8.5,31.2,39.8,24,8.3,3.9,109.2,13.2,0.726,0.262,0.156,0.135,0.173,0.274,0.508,0.655,0.418,0.426,0.428,0.384,0.52,0.047,308,0.861,0.199,0.412,15,0
Cleveland Cavaliers,98.22,101.51,-3.29,92.54,104.8,108.29,-3.49,0.479,0.508,0.518,0.545,33,49,50.91,107.39,117.26,53,0.479,0.508,0.201,0.199,0.144,0.142,0.272,0.242,104.8,108.29,7.6,9.95,12.87,10.94,34.21,34.45,22.62,26.5,7.53,7.64,3.96,6,14.38,14.25,21.34,20.8,0,111,17330,17388,9,43,2,2,4,5,1,2,1,5,10,2,0,1,29.7,38.7,87.5,0.442,6.8,18.8,0.363,18.6,24.3,0.767,12.9,17.5,12.4,32,44.5,21.4,7.4,3.7,102.8,12.8,0.764,0.269,0.17,0.128,0.197,0.236,0.461,0.583,0.388,0.394,0.402,0.356,0.513,0.045,278,0.82,0.252,0.373,19,0
Chicago Bulls,93.66,91.81,1.85,89.53,103.3,101.03,2.26,0.471,0.471,0.518,0.509,48,34,51.68,108.22,101.18,50,0.471,0.471,0.226,0.189,0.154,0.151,0.272,0.246,103.3,101.03,6.83,7.22,12.6,11.76,36.09,33.66,25.02,21.53,7.99,8.34,5.7,6.58,15.44,15.1,21.05,23,2,103,21716,17552,12,31,3,4,3,2,1,3,0,3,4,3,1,1,33.5,34.2,78.8,0.434,5.6,16.4,0.342,18,23.3,0.771,13.8,17.7,11.5,34.2,45.7,23.7,7.9,4.7,92,12.7,0.778,0.297,0.148,0.112,0.222,0.222,0.456,0.597,0.334,0.373,0.392,0.348,0.611,0.035,210,0.854,0.22,0.383,20,3
Charlotte Bobcats,96.85,97.07,-0.22,91.65,104.49,104.56,-0.07,0.481,0.491,0.522,0.526,43,39,49.64,108.61,108.5,33,0.481,0.491,0.219,0.183,0.126,0.138,0.219,0.224,104.49,104.56,6.79,8.74,10.21,10.31,35.84,36.33,23.39,22.57,6.57,6.75,5.54,5.45,12.55,13.75,19.64,22.54,1,104,15519,17027,34,25,0,3,1,3,2,3,1,4,7,11,1,0,31.4,39.2,87.3,0.449,5.7,16.3,0.349,17.9,24.4,0.732,11.2,16.3,8.4,34.5,43,24,6.2,4.8,101.9,12.6,0.781,0.29,0.151,0.122,0.218,0.219,0.468,0.607,0.414,0.409,0.352,0.351,0.539,0.04,253,0.874,0.209,0.371,17,0
Brooklyn Nets,98.52,99.52,-1,91.12,107.04,107.86,-0.83,0.514,0.509,0.556,0.551,44,38,47.09,107.79,110.88,38,0.514,0.509,0.236,0.236,0.152,0.163,0.218,0.277,107.04,107.86,9.39,8.75,9.55,12.17,31.89,34.29,22.71,22.77,9.34,8.04,4.12,4.45,15.16,16.31,23.54,22.52,4,122,17252,17528,22,47,2,7,2,0,0,0,0,4,6,8,1,1,28.4,36.8,79.9,0.46,8.7,23.2,0.375,19,23.7,0.802,13.8,19.3,6.8,29.1,36,22.8,8.4,3.7,101.4,13.6,0.699,0.256,0.171,0.112,0.16,0.301,0.497,0.642,0.413,0.427,0.405,0.369,0.491,0.052,309,0.88,0.243,0.391,20,0
Boston Celtics,96.24,100.71,-4.46,93.24,102.96,108,-5.04,0.477,0.505,0.517,0.547,25,57,50.13,104.63,113.98,40,0.477,0.505,0.193,0.227,0.154,0.147,0.274,0.258,102.96,108,7.5,7.05,12.79,11.39,32.68,33.95,22.52,23.71,7.62,7.97,4.48,4.88,15.42,14.7,22.74,20.46,2,109,18107,17495,20,27,4,4,7,1,0,2,1,2,12,7,0,1,30.6,39.3,90.2,0.435,7.4,21.5,0.343,17.8,22.4,0.793,14.4,19.3,11.2,30.7,42,21.6,6.4,4.2,103.7,13.3,0.749,0.273,0.148,0.109,0.219,0.251,0.47,0.607,0.348,0.424,0.403,0.333,0.51,0.039,239,0.852,0.242,0.39,15,0
Atlanta Hawks,101,101.48,-0.48,94.22,106.38,106.71,-0.32,0.515,0.51,0.554,0.545,38,44,47.87,114.65,115.77,60,0.515,0.51,0.208,0.196,0.153,0.153,0.21,0.256,106.38,106.71,9.87,8.39,9.16,11.31,32.95,34.47,26.22,24.38,8.74,8.62,4.19,4.54,15.27,15.3,20.26,21.07,11,119,14340,17274,4,32,1,3,0,0,0,2,0,3,8,1,1,1,31.6,38.4,82.2,0.467,9.6,25.1,0.382,17.8,22.8,0.78,14.5,17.9,9.2,31.5,40.7,25.1,9,4.2,104.2,13.4,0.684,0.263,0.174,0.102,0.145,0.316,0.502,0.643,0.409,0.419,0.413,0.363,0.598,0.026,154,0.87,0.268,0.386,13,1
