Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Washington Wizards,100.66,99.39,1.27,93.02,106.19,104.97,1.22,0.506,0.504,0.538,0.545,44,38,49.99,113.5,110.71,46,0.506,0.504,0.181,0.22,0.149,0.163,0.252,0.243,106.19,104.97,8.32,7.88,11.4,10.65,33.1,33.91,24.56,23.49,8.59,8.13,4.85,4.12,14.86,16.27,21.55,20.61,6,120,17026,17192,10,31,3,5,2,1,0,1,0,3,5,5,1,1,33.5,41.1,88.5,0.464,8.1,20.7,0.389,16.5,22.4,0.737,14.3,17.4,9.8,32.3,42.1,25.8,8.4,5,106.8,13.2,0.754,0.273,0.143,0.116,0.221,0.246,0.485,0.676,0.374,0.366,0.384,0.38,0.525,0.046,305,0.895,0.306,0.401,14,1
Utah Jazz,95.01,102.18,-7.17,91,103.88,111.62,-7.74,0.484,0.518,0.523,0.559,25,57,49.24,103.28,118.66,38,0.484,0.518,0.202,0.227,0.153,0.133,0.255,0.255,103.88,111.62,7.24,7.98,12.05,11.27,33.03,35.17,22.19,23.82,7.6,8.22,4.88,5.34,15.27,13.31,22.65,22.29,1,147,18176,17296,16,38,0,0,6,6,0,3,1,3,15,11,0,0,30.6,36.9,83.7,0.441,7.6,21.8,0.349,16.9,21.9,0.773,13.6,19,9.8,30.4,40.1,22.6,6.6,4.3,98.4,12.7,0.763,0.281,0.177,0.106,0.199,0.237,0.474,0.653,0.367,0.374,0.372,0.344,0.486,0.052,314,0.91,0.244,0.393,21,0
Toronto Raptors,101.28,98.04,3.24,91.38,109.31,105.78,3.53,0.498,0.493,0.545,0.537,48,34,50.93,111.92,106.9,49,0.498,0.493,0.239,0.237,0.145,0.154,0.272,0.251,109.31,105.78,9.38,7.47,12.31,11.24,33.59,32.96,22.86,22.62,7.59,7.84,4.51,4.63,14.46,15.38,24.77,23.88,2,142,18252,16703,10,48,1,2,0,3,0,3,0,3,3,4,1,1,32.3,40,88.1,0.454,8.5,22.8,0.372,23,29,0.792,14,22,11.1,31.2,42.3,22,6.9,4.5,111.4,13.6,0.715,0.226,0.206,0.103,0.181,0.285,0.475,0.642,0.417,0.402,0.372,0.372,0.501,0.043,260,0.835,0.259,0.388,12,2
San Antonio Spurs,105.35,97.63,7.72,94.68,110.86,102.81,8.04,0.537,0.482,0.571,0.519,62,20,50.61,125.01,106.93,55,0.537,0.482,0.188,0.184,0.148,0.14,0.227,0.236,110.86,102.81,8.96,6.79,9.78,11.07,35.75,33.39,26.49,21.43,7.75,8.07,5.39,4.85,14.8,13.99,19.18,20.35,3,130,18415,17606,7,35,1,6,2,3,0,3,0,1,1,6,1,1,26.9,41.9,85.7,0.489,6.4,16.1,0.399,17.3,22.4,0.771,14.2,15.6,10.2,36.4,46.6,25,7.4,6.6,107.5,12.6,0.743,0.287,0.185,0.09,0.181,0.257,0.517,0.673,0.437,0.389,0.413,0.397,0.554,0.033,204,0.872,0.299,0.41,11,0
Sacramento Kings,100.5,103.4,-2.9,93.92,106.2,109.28,-3.08,0.484,0.512,0.532,0.552,28,54,51.89,108.01,117.15,29,0.484,0.512,0.251,0.234,0.155,0.14,0.278,0.234,106.2,109.28,6.33,8.97,12.76,10.48,34.23,33.1,19.94,24.84,7.56,8.21,4.1,5.92,15.5,13.97,23.83,24.45,1,156,16291,16860,32,43,7,1,0,4,0,1,1,2,13,13,0,0,30.8,40.8,89.5,0.456,5.5,17.5,0.313,23.9,31.1,0.768,16.3,21.1,11.8,33,44.8,21.1,7.5,4.1,111,12.3,0.782,0.249,0.239,0.106,0.188,0.218,0.479,0.665,0.391,0.412,0.383,0.333,0.463,0.056,338,0.76,0.205,0.374,8,1
Portland Trailblazers,106.74,102.76,3.99,94.77,111.65,107.75,3.9,0.504,0.488,0.548,0.526,54,28,51.64,121.09,113.16,51,0.504,0.488,0.22,0.194,0.14,0.122,0.28,0.253,111.65,107.75,9.82,6.83,13.02,12.06,35.54,33.53,24.29,21.42,5.8,8.17,4.94,3.89,13.95,12.15,20.1,21.71,2,120,19747,17313,22,21,4,0,1,5,0,0,0,0,5,4,1,1,34.2,41.4,90.4,0.458,10.1,26.3,0.382,22.1,26.6,0.834,12.5,15.2,12,34.5,46.5,23,5.3,5.2,115.1,13.9,0.71,0.258,0.133,0.11,0.208,0.29,0.481,0.628,0.368,0.387,0.422,0.372,0.523,0.041,269,0.816,0.252,0.39,10,0
Phoenix Suns,105.23,102.6,2.63,95.59,109.67,107.01,2.66,0.519,0.496,0.558,0.541,48,34,50.12,114.76,111.13,39,0.519,0.496,0.222,0.237,0.155,0.153,0.264,0.263,109.67,107.01,9.72,7.07,11.8,11.78,33.06,32.89,19.87,21.17,8.74,7.8,4.75,4.22,15.46,15.33,22.85,22.25,4,112,15872,17250,31,36,3,2,1,1,0,4,0,1,9,10,0,0,30.1,38.7,82.5,0.469,10.2,26.6,0.385,17.9,23.5,0.762,14.6,21,11,31.8,42.8,20.2,8.7,4.6,105.6,13.1,0.7,0.29,0.149,0.118,0.143,0.3,0.503,0.648,0.374,0.43,0.403,0.372,0.388,0.05,305,0.824,0.273,0.404,16,0
Philadelphia 76ers,99.45,109.9,-10.45,98.61,99.96,110.69,-10.72,0.475,0.524,0.51,0.565,19,63,47.67,104.88,130.71,18,0.475,0.524,0.191,0.244,0.165,0.164,0.248,0.276,99.96,110.69,7.07,9.08,11.63,11.99,31.33,35.26,21.95,26.33,9.38,9.04,4.05,6.85,16.52,16.36,22.6,20.71,1,127,13869,17441,12,36,1,0,10,1,0,7,2,6,14,14,0,0,32,40.4,92.8,0.435,7.7,23.8,0.324,16.4,22.3,0.735,16.5,20.5,11.3,31.8,43.1,24.1,9.6,3.8,104.9,11.4,0.742,0.353,0.19,0.087,0.111,0.258,0.477,0.601,0.356,0.374,0.373,0.312,0.507,0.043,282,0.879,0.193,0.331,13,3
Orlando Magic,96.51,101.95,-5.44,93.14,102.2,107.97,-5.77,0.487,0.504,0.525,0.544,23,59,48.89,106.51,116.63,25,0.487,0.504,0.193,0.211,0.15,0.143,0.224,0.245,102.2,107.97,7.27,8.51,10.25,11.09,34.27,35.46,22.29,23.87,8.14,7.5,4.52,5.75,15.04,14.31,21.67,19.37,3,125,16245,16584,13,30,2,0,2,4,1,2,1,3,13,13,0,0,31.7,37.8,84.4,0.448,6.9,19.5,0.355,17.3,22.4,0.773,14.7,18,9.8,32.3,42.1,22.9,7,3.9,99.8,13.1,0.765,0.277,0.152,0.103,0.232,0.235,0.474,0.601,0.385,0.434,0.399,0.353,0.523,0.036,230,0.783,0.284,0.359,14,0
Oklahoma City Thunder,106.16,99.82,6.34,95.39,110.58,103.99,6.59,0.52,0.488,0.566,0.528,59,23,52.22,123.68,105.84,45,0.52,0.488,0.244,0.221,0.155,0.151,0.265,0.245,110.58,103.99,8.44,8.96,11.27,11.43,35.33,31.2,22.79,22.68,8.61,8.51,6.36,3.76,15.46,15.08,23.6,21.24,4,126,18203,18170,44,45,3,3,0,2,0,2,0,3,2,9,1,0,28.9,44.5,92.5,0.481,7.6,21.6,0.352,26,31.5,0.826,17.2,19.5,11,37.3,48.4,24.6,8.3,7.2,122.7,13,0.729,0.282,0.149,0.131,0.167,0.271,0.512,0.668,0.391,0.434,0.418,0.361,0.521,0.071,445,0.715,0.239,0.353,17,0
