Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,97.49,100.34,-2.85,90.9,105.5,108.85,-3.35,0.494,0.504,0.539,0.548,33,49,52.72,102.55,109.99,23,0.494,0.504,0.27,0.246,0.176,0.145,0.31,0.26,105.5,108.85,6.26,7.58,13.62,11.71,33.21,30.39,20.22,23.13,7.17,8.15,3.43,5.37,17.59,14.46,25.5,24.81,4,170,18796,17984,35,12,9,1,6,0,0,1,0,1,12,14,0,0,32.8,36.7,79.4,0.462,6.4,17.9,0.356,22.1,31,0.712,16.9,20.8,10.3,27.9,38.3,19.3,5.5,2.6,101.9,10.8,0.784,0.389,0.142,0.073,0.18,0.216,0.487,0.6,0.411,0.328,0.368,0.346,0.475,0.051,302,0.797,0.261,0.364,17,0
New Orleans Hornets,95.52,97.1,-1.57,90.17,104.87,106.72,-1.84,0.479,0.499,0.52,0.539,39,43,51.39,103.04,108.06,56,0.479,0.499,0.215,0.212,0.15,0.144,0.291,0.254,104.87,106.72,6.09,7.49,13.72,11.43,33.63,33.41,20.58,22.83,6.99,7.43,4.65,5.25,14.98,14.44,21.69,23.23,1,131,17833,16982,17,28,5,2,4,1,1,2,0,0,10,2,0,1,33.7,37,81,0.457,4.3,12.2,0.355,18.4,25.1,0.734,13.5,18.5,13.3,31.1,44.4,19.6,6,4.2,96.8,11.5,0.812,0.307,0.17,0.119,0.216,0.188,0.464,0.602,0.404,0.344,0.382,0.362,0.456,0.049,285,0.855,0.217,0.388,8,0
New Jersey Nets,97.57,98.34,-0.77,91.34,105.75,106.33,-0.58,0.504,0.49,0.546,0.54,41,41,49.66,108.2,109.48,34,0.504,0.49,0.246,0.266,0.153,0.15,0.246,0.256,105.75,106.33,8.05,6.84,10.86,11.43,33.37,33.31,25.93,23.8,6.6,7.7,3.61,4.87,15.29,14.97,24.7,24.87,2,123,16926,17871,7,23,3,2,6,2,0,1,0,0,6,10,1,0,32.3,35.9,77.9,0.461,6.3,18,0.348,21.4,29.2,0.732,14.5,21.5,10.4,31.4,41.9,26.9,6.6,3.1,99.4,12.8,0.737,0.332,0.089,0.077,0.24,0.263,0.49,0.585,0.422,0.396,0.413,0.363,0.609,0.06,347,0.916,0.273,0.393,11,0
Minnesota Timberwolves,96.06,99.73,-3.67,91.05,103.8,107.78,-3.98,0.49,0.498,0.537,0.541,32,50,49.23,106.63,110.85,22,0.49,0.498,0.231,0.226,0.162,0.147,0.252,0.279,103.8,107.78,5.06,6.83,10.79,12.63,32.59,32.12,24.35,23.48,7.01,7.68,4.28,4.74,16.23,14.72,23.17,22.13,0,114,15999,17894,25,33,1,2,3,0,0,2,1,2,13,13,0,0,33,38.4,81.4,0.471,4.5,12,0.372,18.7,23,0.814,14.8,17.5,9.2,31.9,41,23.7,5.5,4.4,99.9,12.8,0.833,0.267,0.127,0.133,0.305,0.167,0.483,0.608,0.426,0.432,0.419,0.353,0.576,0.037,214,0.896,0.259,0.369,24,1
Milwaukee Bucks,99.66,104.04,-4.38,92.3,107.02,112.04,-5.02,0.504,0.522,0.541,0.561,28,54,47.65,105.7,121.11,26,0.504,0.522,0.209,0.234,0.156,0.163,0.276,0.319,107.02,112.04,6.86,7.42,12.32,13.95,29.75,32.41,23.19,27.28,7.69,8.08,2.93,5.69,15.64,16.26,23.85,22.56,1,144,16186,17351,9,18,3,3,2,3,1,2,1,1,14,13,0,0,34,40.5,85.5,0.474,6.3,17.5,0.362,18.3,24.7,0.74,14.9,19.4,10.6,28,38.6,22.5,7.2,2.5,105.7,11.4,0.781,0.36,0.124,0.113,0.183,0.219,0.495,0.6,0.43,0.419,0.381,0.356,0.512,0.04,244,0.844,0.26,0.376,5,0
Miami Heat,94.62,95.54,-0.92,89.4,104.91,105.84,-0.93,0.506,0.485,0.541,0.528,44,38,49.67,105.54,103.54,15,0.506,0.485,0.222,0.232,0.154,0.151,0.249,0.267,104.91,105.84,7.14,7.17,11.05,12.44,34.15,33.33,22.73,22.37,7.65,7.59,5.98,4.24,15.44,15.08,23.65,24.18,0,129,19721,18945,24,18,4,4,1,7,0,2,0,2,4,15,1,0,31.1,38.3,79.7,0.481,5.6,16.2,0.347,20.1,28.9,0.697,14.2,19.3,10.3,30.8,41.1,22.4,6.8,5.9,102.4,12.4,0.755,0.304,0.147,0.094,0.211,0.245,0.503,0.642,0.432,0.393,0.402,0.343,0.514,0.054,315,0.856,0.263,0.366,12,0
Memphis Grizzlies,101.6,106.74,-5.15,93.6,106.92,112.23,-5.32,0.504,0.529,0.555,0.569,22,60,48.45,108.61,124.38,22,0.504,0.529,0.285,0.237,0.166,0.155,0.259,0.289,106.92,112.23,6.42,7.39,11.11,12.37,30.48,31.84,21.56,26.44,7.24,8.73,5.22,5.77,16.58,15.53,23.45,25.54,0,166,14655,17337,33,24,2,0,6,2,1,1,1,1,15,14,0,0,31.2,37.6,80.6,0.466,6.7,18,0.372,20.4,26.7,0.764,15.5,18.1,10.6,29.6,40.2,21.4,6,5,102.2,11.7,0.789,0.343,0.139,0.1,0.207,0.211,0.491,0.595,0.425,0.394,0.41,0.367,0.505,0.07,402,0.836,0.163,0.446,17,0
Los Angeles Lakers,103.34,103.42,-0.07,93.48,108.61,108.89,-0.27,0.511,0.5,0.555,0.548,42,40,49.4,114.28,115.28,57,0.511,0.5,0.249,0.262,0.158,0.15,0.261,0.277,108.61,108.89,7.79,6.72,11.36,12.26,31.98,32.2,23.71,23.09,7.69,8.33,5.4,5.25,15.8,14.99,24.21,24.6,2,154,18986,18917,14,25,3,0,2,3,0,3,0,0,7,1,1,1,32.6,40.3,85.4,0.472,7.2,20.6,0.348,23.3,30.5,0.763,16.2,20.1,9.5,31.2,40.8,24.8,7.6,4.3,111.1,12.4,0.741,0.326,0.122,0.096,0.196,0.259,0.505,0.611,0.429,0.428,0.415,0.353,0.537,0.049,308,0.837,0.229,0.392,14,0
Los Angeles Clippers,95.65,96.11,-0.46,90.62,105.28,105.79,-0.51,0.481,0.488,0.537,0.534,40,42,51.15,109.13,104.72,23,0.481,0.488,0.28,0.249,0.159,0.144,0.272,0.253,105.28,105.79,4.22,6.11,11.92,11.32,33.34,31.91,23.65,23.11,8,7.81,6.34,4.31,15.87,14.43,24.94,24.55,1,164,18421,17406,14,28,2,1,4,3,0,2,0,0,9,12,0,0,33.2,37.1,79.1,0.469,3.2,9,0.354,21.3,26.8,0.794,14.4,20.7,11.3,29.8,41.2,21.3,7.1,6.6,98.5,12.2,0.857,0.252,0.157,0.194,0.255,0.143,0.474,0.619,0.454,0.406,0.394,0.348,0.572,0.026,158,0.933,0.181,0.38,16,0
Indiana Pacers,95.61,98.05,-2.44,92.28,103.09,105.97,-2.88,0.474,0.491,0.523,0.541,35,47,50.12,103.6,108.13,36,0.474,0.491,0.246,0.271,0.171,0.162,0.284,0.273,103.09,105.97,6.33,5.76,13.02,12.06,32.1,32.94,22.09,21.64,7.88,8.49,5.88,5.4,17.13,16.19,25.14,25.6,0,150,15360,17803,28,32,5,1,4,4,0,0,0,1,9,9,0,0,31.9,37.1,85.2,0.436,5.6,15.8,0.356,20.8,27.1,0.768,16,22,11.6,31.4,43,21.5,7.1,6.2,100.7,12.6,0.788,0.272,0.158,0.146,0.213,0.212,0.462,0.589,0.416,0.379,0.392,0.346,0.522,0.033,201,0.898,0.269,0.366,11,2
Houston Rockets,96.99,92.13,4.85,90.46,106.27,101,5.26,0.499,0.466,0.54,0.512,52,30,51.49,108.82,98.6,55,0.499,0.466,0.22,0.23,0.149,0.149,0.257,0.23,106.27,101,9.42,6.31,11.76,10.7,35.72,34.06,22.77,21.23,7.79,7.63,4.5,4.72,14.9,14.93,22.85,21.81,2,103,16545,18187,20,25,3,6,1,2,0,2,0,4,5,5,1,1,33.6,38.2,84.7,0.451,8.9,23.6,0.375,19.4,25.4,0.764,13.6,18.8,9.9,32.3,42.1,23.3,7.2,4.6,104.7,13.2,0.71,0.276,0.145,0.104,0.185,0.29,0.475,0.578,0.431,0.385,0.406,0.372,0.518,0.022,142,0.8,0.269,0.399,7,1
Golden State Warriors,106.55,106.89,-0.34,98.93,107.3,107.76,-0.46,0.512,0.506,0.548,0.552,42,40,47.15,117.42,120.76,48,0.512,0.506,0.215,0.264,0.158,0.18,0.256,0.304,107.3,107.76,8.6,7.49,11.56,13.2,30.15,33.59,23.95,24.87,9.21,8.36,5.72,4.91,15.79,18.04,23.74,22.52,0,140,18104,17012,13,26,5,4,1,1,0,3,0,1,8,9,1,0,32.9,41.5,89.6,0.463,9,24.9,0.363,18.7,26.6,0.706,15.7,22,11.5,29.2,40.7,25.6,9.2,5.3,110.8,12.3,0.721,0.338,0.135,0.077,0.172,0.279,0.504,0.654,0.362,0.359,0.386,0.356,0.525,0.048,325,0.866,0.339,0.386,15,0
Detroit Pistons,96,91.84,4.16,87.32,108.84,104.01,4.83,0.488,0.477,0.535,0.522,53,29,49.6,110.55,99.78,59,0.488,0.477,0.237,0.234,0.133,0.158,0.283,0.291,108.84,104.01,6.21,5.65,13.11,13.44,32.82,33.19,24.44,22.75,8.06,7.2,6.53,4.01,13.29,15.79,23.12,23.04,1,97,22076,18001,15,32,6,2,2,1,0,3,0,1,1,2,1,1,33.2,37.5,82.4,0.456,6.1,17.3,0.353,20.9,25.9,0.807,11.5,17.9,9.8,27.2,37,24.2,6.5,5.2,102.1,12.4,0.799,0.291,0.11,0.182,0.216,0.201,0.481,0.602,0.408,0.404,0.421,0.344,0.561,0.052,307,0.822,0.318,0.352,13,1
Denver Nuggets,105.35,103.73,1.62,96.93,108.14,106.53,1.61,0.501,0.499,0.548,0.535,45,37,50.65,117.63,115.46,50,0.501,0.499,0.269,0.203,0.166,0.16,0.289,0.282,108.14,106.53,6.06,6.94,12.53,12.6,32.02,30.82,24.03,25.17,8.49,8.52,5.45,5.31,16.55,16.04,21.98,24.37,3,160,17230,18163,18,31,9,2,3,2,0,0,0,0,6,8,1,1,33.3,40.9,86.9,0.471,4.5,13.8,0.326,24.4,32.3,0.756,16.9,18.2,11.3,31.1,42.4,26.9,8.5,6.1,110.7,11.4,0.788,0.37,0.104,0.1,0.214,0.212,0.5,0.632,0.393,0.392,0.373,0.336,0.55,0.074,461,0.924,0.251,0.318,16,0
Dallas Mavericks,100.01,92.79,7.22,89.29,111.58,103.31,8.27,0.509,0.477,0.559,0.527,67,15,52.36,113.78,96.81,51,0.509,0.477,0.256,0.265,0.146,0.154,0.287,0.25,111.58,103.31,7.28,5.09,12.52,11.39,34.22,31.04,22.2,19.97,7.62,7.67,5.55,4.24,14.63,15.36,24.99,24.59,3,150,20351,17822,18,33,3,7,1,2,0,3,0,1,1,7,1,1,31.5,41.9,85.8,0.489,6.7,16.8,0.396,22.9,27.7,0.828,13.2,19.9,11.3,31.7,43,21.6,6.7,4.8,113.4,13,0.782,0.269,0.104,0.163,0.246,0.218,0.491,0.606,0.401,0.452,0.43,0.381,0.469,0.035,210,0.88,0.328,0.377,14,0
Cleveland Cavaliers,96.76,92.93,3.83,90.34,106.03,101.53,4.5,0.484,0.48,0.522,0.525,50,32,52.19,106.49,99.62,45,0.484,0.48,0.223,0.243,0.151,0.16,0.297,0.242,106.03,101.53,6.6,5.4,13.89,10.75,33.8,32.79,22.83,21.97,8.35,7.2,4.72,4.65,15.06,16,23.8,24.04,1,160,20436,18941,12,28,2,3,0,0,0,0,0,0,2,4,1,1,31.9,40.9,88.7,0.461,4.5,12.8,0.351,20.7,29.4,0.705,14.9,19.4,12.9,31,43.9,22.8,7.5,4.3,106.9,12.1,0.789,0.323,0.129,0.123,0.214,0.211,0.473,0.622,0.358,0.373,0.375,0.352,0.519,0.045,282,0.846,0.342,0.363,12,2
Chicago Bulls,98.78,93.77,5.01,93.5,105.11,99.74,5.37,0.493,0.473,0.534,0.52,49,33,51.64,111.73,99.71,33,0.493,0.473,0.229,0.252,0.164,0.177,0.286,0.257,105.11,99.74,6.23,6.28,12.77,11.64,33.7,31.86,23.77,21.73,8.29,7.97,5.78,5.62,16.39,17.71,24.76,24.65,2,126,22253,18153,32,23,3,4,2,1,1,3,1,0,5,11,1,0,32.8,37.5,80.5,0.466,5.8,14.7,0.396,18.2,24.8,0.732,14,19.6,11.9,31.6,43.5,23.6,7.4,5.5,99.1,12.7,0.814,0.302,0.1,0.118,0.295,0.186,0.473,0.567,0.386,0.407,0.432,0.388,0.562,0.041,259,0.81,0.223,0.42,11,0
Charlotte Bobcats,96.89,100.63,-3.74,91.68,103.97,107.87,-3.9,0.48,0.5,0.524,0.55,33,49,48.34,105.24,112.16,32,0.48,0.5,0.236,0.279,0.154,0.163,0.264,0.284,103.97,107.87,5.98,5.91,12.04,12.14,30.7,33.49,24.03,22.44,8.35,7.88,4.83,5.71,15.35,16.34,25.98,23.35,7,132,15549,17477,25,17,5,0,5,0,0,2,1,1,11,12,0,0,32,36.9,80.5,0.458,5.7,15.8,0.36,19.4,26.8,0.726,13.9,20.6,11.3,29.7,40.9,23.1,8.5,5.2,98.8,11.8,0.807,0.335,0.129,0.095,0.249,0.193,0.467,0.574,0.381,0.352,0.41,0.357,0.565,0.04,251,0.921,0.352,0.384,14,1
Boston Celtics,95.82,99.23,-3.42,91.81,103.45,107.45,-4,0.479,0.502,0.53,0.551,24,58,49.89,102.17,111.7,66,0.479,0.502,0.259,0.28,0.169,0.158,0.271,0.262,103.45,107.45,6.2,5.67,12.09,11.2,31.48,32.7,21.46,23.91,7.76,7.98,5.03,5.93,16.92,15.78,25.95,23.2,1,164,16843,17570,29,20,0,2,3,5,0,2,1,2,15,1,0,1,32.2,37.8,81.8,0.462,5.6,15,0.372,21.6,27.8,0.777,15.2,20.7,10.8,30.9,41.7,20.6,6.8,4.8,102.8,12,0.801,0.317,0.152,0.102,0.23,0.199,0.462,0.585,0.379,0.368,0.388,0.367,0.499,0.032,189,0.93,0.271,0.414,12,0
Atlanta Hawks,93.66,98.42,-4.76,89.81,103.24,108.29,-5.05,0.471,0.503,0.523,0.549,30,52,49.77,101.01,109.07,37,0.471,0.503,0.263,0.268,0.168,0.161,0.292,0.291,103.24,108.29,4.58,6.24,13.12,12.72,31.08,31.8,21.15,23.24,8.19,8.01,6,5.65,16.75,16.05,26.48,24.87,1,147,15595,17171,15,24,2,3,3,0,0,2,1,0,13,8,0,1,31.1,36.6,81.4,0.45,3.9,12,0.324,21.3,28.5,0.749,16.5,21.9,11.6,28.7,40.3,20.7,8,6.4,98.4,11.7,0.837,0.356,0.097,0.09,0.294,0.163,0.467,0.572,0.385,0.398,0.387,0.329,0.518,0.047,273,0.833,0.253,0.373,8,0
