Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,102.11,105.93,-3.82,93.68,107.9,111.85,-3.95,0.509,0.526,0.547,0.561,29,53,47.36,111.17,120.54,42,0.509,0.526,0.2,0.207,0.142,0.147,0.235,0.279,107.9,111.85,9.58,7.12,10.77,12.35,31.92,35.08,22.84,22.19,7.55,7.53,3.93,4.74,14.19,14.73,21.11,20.29,2,140,19501,17316,11,22,0,2,5,4,1,2,0,3,11,6,0,1,33.6,36.7,79.6,0.461,7.5,21.6,0.346,16.4,20.8,0.792,12.4,18.3,10.2,31.7,41.9,22.2,6.8,3.9,97.3,13.4,0.688,0.327,0.087,0.071,0.203,0.312,0.504,0.614,0.399,0.414,0.403,0.346,0.479,0.036,233,0.849,0.204,0.377,13,1
New Orleans Hornets,100.24,102.71,-2.46,92.45,107.61,110.64,-3.04,0.506,0.523,0.543,0.559,37,45,48.86,112.12,118.02,46,0.506,0.523,0.189,0.206,0.137,0.148,0.248,0.262,107.61,110.64,7.48,7.08,11.15,11.43,32.07,33.97,23.93,25.29,8.18,7.54,3.93,4.82,13.73,14.82,21.02,20.98,1,134,15058,17169,14,17,3,0,1,1,0,1,0,3,11,7,0,1,32.4,40.2,85,0.473,6.6,17.5,0.376,17.8,22.9,0.777,13.1,16.3,10.7,29.8,40.5,24.6,7.4,4,104.8,12.3,0.77,0.318,0.121,0.127,0.204,0.23,0.495,0.606,0.432,0.4,0.418,0.363,0.52,0.031,188,0.828,0.203,0.423,10,0
New Jersey Nets,92.38,101.5,-9.12,91.46,100.49,110.65,-10.16,0.458,0.517,0.509,0.556,12,70,47.43,98.1,121.05,24,0.458,0.517,0.24,0.229,0.147,0.145,0.251,0.282,100.49,110.65,5,6.22,11.9,12.3,31.28,35.67,20.43,26.06,7.6,8.48,5.21,5.6,14.7,14.53,21.8,21.9,2,136,13103,16446,14,15,1,0,8,6,1,3,1,5,15,12,0,0,32.9,35.5,80.5,0.441,3.8,12.3,0.312,21,26.1,0.803,13.2,18.4,11.5,27,38.5,18.6,6.5,5.1,95.8,11.4,0.819,0.346,0.126,0.119,0.229,0.181,0.454,0.568,0.379,0.365,0.368,0.318,0.496,0.054,316,0.881,0.318,0.361,14,3
Minnesota Timberwolves,98.18,107.78,-9.6,95.73,102.04,111.89,-9.85,0.478,0.525,0.518,0.564,15,67,49.72,103.79,127.78,17,0.478,0.525,0.207,0.22,0.162,0.142,0.267,0.264,102.04,111.89,5.11,7.82,12.19,11.61,32.4,33.42,20.61,26.62,7.57,9.13,3.88,5.6,16.22,14.15,21.53,21.35,1,145,15102,16113,14,22,3,1,3,2,0,5,1,5,15,15,0,0,29.4,41.2,89.7,0.46,5,14.1,0.353,17.7,24.1,0.734,15.1,18.7,11.3,31.3,42.6,20,7.8,3.8,105.1,11.5,0.829,0.308,0.166,0.146,0.21,0.171,0.471,0.606,0.412,0.39,0.374,0.341,0.475,0.037,234,0.846,0.224,0.358,21,2
Milwaukee Bucks,97.67,95.98,1.7,91.51,105.13,103.43,1.7,0.482,0.486,0.518,0.537,46,36,50.09,107.81,106.65,35,0.482,0.486,0.181,0.266,0.137,0.158,0.262,0.236,105.13,103.43,8.47,5.76,12.67,10.38,33.61,35.77,22.84,20.78,7.61,7.53,5.05,5.53,13.65,15.8,23.93,21.87,1,109,15109,16823,9,15,3,2,3,3,1,4,0,4,6,9,1,0,30.1,36.9,85.6,0.431,8.2,22.2,0.369,15.3,20.3,0.755,12.6,19.7,11.7,31.8,43.5,21.7,7.4,5.3,97.3,13,0.741,0.288,0.13,0.114,0.209,0.259,0.464,0.56,0.411,0.375,0.413,0.356,0.495,0.029,184,0.851,0.285,0.398,9,1
Miami Heat,96.51,94.23,2.28,88.93,107.44,104.59,2.85,0.496,0.48,0.537,0.527,47,35,50.66,108.88,100.6,58,0.496,0.48,0.223,0.246,0.137,0.152,0.261,0.251,107.44,104.59,6.71,7.09,11.88,11.59,34.66,33.61,21.02,20.91,8.21,7,6.2,4.81,13.73,15.23,23.22,22.19,2,128,17730,18041,20,20,1,5,1,5,0,4,0,5,5,2,1,1,30.1,41,88.3,0.465,6.2,18,0.344,20.7,27.2,0.761,13.6,19.8,9.4,30.1,39.5,21.7,8,5.7,108.9,13,0.781,0.272,0.114,0.14,0.256,0.219,0.489,0.641,0.445,0.393,0.399,0.346,0.461,0.061,363,0.81,0.266,0.389,12,0
Memphis Grizzlies,102.49,104,-1.51,93.02,108.93,110.35,-1.42,0.494,0.52,0.536,0.556,40,42,52.27,111.34,117.56,46,0.494,0.52,0.235,0.205,0.154,0.146,0.313,0.267,108.93,110.35,4.46,7.4,13.87,11.74,32.35,30.4,20,24.26,8.36,8.22,5.17,6.48,15.39,14.58,21.45,23.81,0,172,13486,16691,32,30,1,2,1,2,0,3,0,1,10,8,0,1,36.1,41.9,87.1,0.481,4.8,13.4,0.361,20.9,28.1,0.744,13.8,17.7,12.6,30.5,43.1,18.8,7.9,4.3,109.6,10.5,0.852,0.37,0.168,0.11,0.203,0.148,0.492,0.605,0.432,0.383,0.395,0.337,0.433,0.048,301,0.86,0.223,0.419,25,2
Los Angeles Lakers,101.7,96.98,4.72,92.48,109.14,104.06,5.08,0.496,0.484,0.538,0.522,57,25,51.23,115.28,107.43,57,0.496,0.484,0.221,0.195,0.14,0.144,0.277,0.256,109.14,104.06,6.96,6.81,12.73,11.96,34.84,33.32,22.64,23.45,8.01,7.5,5.24,4.75,13.95,14.36,20.84,22.73,4,149,18997,19253,17,24,3,1,1,3,0,2,0,0,1,2,1,1,33.6,40.2,85.7,0.469,5.5,16.5,0.335,21.8,28.2,0.774,13.5,18.1,12.9,33.5,46.4,22,7.5,5.3,107.8,12.1,0.773,0.311,0.15,0.121,0.191,0.227,0.492,0.597,0.436,0.426,0.406,0.341,0.497,0.054,344,0.812,0.231,0.382,18,1
Los Angeles Clippers,95.72,102.07,-6.35,92.08,103.82,110.7,-6.88,0.491,0.509,0.529,0.548,29,53,50.44,106.81,117.65,32,0.491,0.509,0.206,0.214,0.162,0.134,0.271,0.26,103.82,110.7,6.39,7,12.26,11.63,33.1,32.93,23.94,25.47,7.04,9.07,6.16,4.8,16.19,13.4,20.91,21,1,147,16343,16226,21,31,1,2,4,4,0,2,1,1,12,13,0,0,33.6,38.2,84.6,0.452,6.1,18.5,0.333,18.2,23.8,0.764,15.1,16.6,11.3,31.9,43.2,22.6,6.7,6.2,100.8,12,0.779,0.341,0.113,0.117,0.208,0.221,0.49,0.602,0.458,0.362,0.394,0.332,0.563,0.046,281,0.814,0.225,0.366,19,0
Indiana Pacers,100.77,103.78,-3.01,96.5,104.29,107.46,-3.17,0.491,0.49,0.536,0.538,32,50,47.11,109.68,117.05,37,0.491,0.49,0.229,0.258,0.147,0.147,0.216,0.27,104.29,107.46,8.32,6.44,9.91,12.24,33.04,36.02,21.84,21.39,7.38,8.26,5.54,5.23,14.74,14.66,23.33,21.58,2,162,14202,16955,30,35,2,2,7,1,0,3,1,2,10,8,0,1,30.7,37.5,84.3,0.444,8.6,24.5,0.35,18.8,24.1,0.781,14.6,21.2,9.5,33.2,42.7,21,7.1,5.8,102.3,13.4,0.722,0.28,0.135,0.098,0.209,0.278,0.479,0.599,0.425,0.403,0.39,0.348,0.474,0.034,216,0.926,0.189,0.362,11,0
Houston Rockets,102.38,102.74,-0.37,93.75,107.97,108.61,-0.64,0.494,0.511,0.537,0.55,42,40,49.53,111.05,116.92,43,0.494,0.511,0.226,0.215,0.146,0.15,0.27,0.262,107.97,108.61,8.31,6.3,12.49,11.28,31.78,33.93,23.02,22.12,7.5,7.7,4.09,6.86,14.56,14.99,22.02,23.72,5,151,16528,16617,16,39,4,1,2,2,0,1,0,2,9,9,0,0,32,37.5,84,0.447,8.9,24.3,0.365,16.1,21,0.769,13.8,18.5,10,30.1,40,22.6,7.5,3.6,100,12,0.735,0.346,0.134,0.089,0.165,0.265,0.481,0.572,0.427,0.382,0.388,0.351,0.507,0.031,196,0.85,0.24,0.395,15,0
Golden State Warriors,108.81,112.4,-3.6,100.14,108.38,111.88,-3.5,0.514,0.525,0.557,0.57,26,56,44.42,117.33,129.35,36,0.514,0.525,0.23,0.261,0.142,0.17,0.21,0.315,108.38,111.88,7.69,6.88,9.15,13.35,29.12,34.5,22.34,24.02,9.24,7.83,4.13,4.94,14.24,17.01,22.91,21.33,2,138,18027,16444,24,35,1,1,2,2,0,1,1,5,13,12,0,0,32.9,42.9,91.1,0.471,7.8,21.2,0.369,20.5,26,0.789,16,21.7,8.2,28.3,36.5,25.4,9.4,3.8,114.1,13.3,0.762,0.298,0.113,0.095,0.256,0.238,0.499,0.651,0.367,0.393,0.419,0.375,0.481,0.039,262,0.858,0.253,0.433,20,0
Detroit Pistons,94.01,99.12,-5.11,88.25,106,111.88,-5.88,0.474,0.526,0.515,0.572,27,55,50.47,100.77,114.49,30,0.474,0.526,0.22,0.264,0.142,0.154,0.303,0.266,106,111.88,5.14,7.82,14.48,11.2,30.83,33.31,21.88,26.13,8.2,7.56,4.3,5.52,14.25,15.43,25.05,23.43,3,121,18752,17105,18,18,3,1,3,1,0,2,1,0,12,11,0,0,30.8,36.1,80.5,0.448,3.4,11.1,0.305,18.4,24.7,0.744,11.7,18.7,13.8,26.9,40.7,20.6,7.7,3.6,94,11.8,0.82,0.319,0.125,0.145,0.23,0.18,0.474,0.588,0.395,0.414,0.396,0.314,0.49,0.045,264,0.89,0.322,0.334,14,0
Denver Nuggets,106.45,102.37,4.09,94.37,112.23,107.88,4.35,0.509,0.495,0.561,0.543,53,29,49.46,118.4,112.7,50,0.509,0.495,0.29,0.251,0.143,0.15,0.261,0.276,112.23,107.88,6.99,6.72,11.43,12.27,32.21,32.3,22.1,22.14,8.78,7.43,5.36,5.63,14.25,15.04,23.71,24.97,0,166,17983,17446,31,38,4,1,2,2,1,0,0,0,4,5,1,1,31.9,40.4,85.3,0.473,6.2,16.5,0.377,27.3,34.5,0.792,13.3,22,11.2,30.8,42,21.3,7.9,4.1,114.3,12,0.773,0.351,0.11,0.094,0.218,0.227,0.5,0.623,0.388,0.4,0.401,0.359,0.503,0.066,407,0.772,0.214,0.4,16,0
Dallas Mavericks,102,99.28,2.72,92.17,109.55,106.56,2.99,0.506,0.495,0.552,0.534,55,27,49.32,119.45,109.05,57,0.506,0.495,0.226,0.206,0.133,0.148,0.243,0.263,109.55,106.56,7.31,6.87,10.92,12.07,33.87,33.93,25.11,21.72,8.17,7.37,5.88,4.41,13.29,14.75,20.47,21.62,0,112,19994,17123,14,26,5,4,1,2,0,1,0,3,2,3,1,1,31.6,38.3,80.2,0.477,5.9,14.8,0.396,18.7,22.7,0.824,12.2,16.7,10.5,35.3,45.8,24.5,7.7,6.1,101.1,12.7,0.778,0.282,0.127,0.142,0.229,0.222,0.491,0.6,0.422,0.41,0.444,0.372,0.556,0.038,235,0.864,0.221,0.399,13,0
Cleveland Cavaliers,102.11,95.59,6.53,90.52,112.24,104.88,7.35,0.532,0.482,0.57,0.525,61,21,52.43,118.42,102.12,19,0.532,0.482,0.246,0.218,0.143,0.133,0.251,0.228,112.24,104.88,8.07,7.01,10.6,10.63,36.09,31.66,24.6,22.23,7.56,7.25,5.7,4.35,14.33,13.26,21.33,22.86,0,145,20562,19201,17,29,4,2,0,4,0,0,0,2,1,15,1,0,30,42.4,86.1,0.492,8.8,22.8,0.386,22.2,31,0.718,15,17.2,8,32.5,40.5,27.1,7,4.9,115.8,12.5,0.752,0.339,0.119,0.08,0.214,0.248,0.52,0.667,0.443,0.369,0.387,0.381,0.551,0.073,427,0.762,0.329,0.412,12,1
Chicago Bulls,97.48,99.11,-1.63,92.79,103.86,105.7,-1.84,0.477,0.484,0.52,0.525,41,41,51.03,109.88,109.55,62,0.477,0.484,0.217,0.212,0.146,0.135,0.266,0.252,103.86,105.7,4.57,7.6,12.18,11.91,35.28,33.67,22.14,22.31,6.9,7.52,6.21,5.7,14.57,13.49,21.41,21.37,0,133,20726,17735,21,22,3,3,2,4,0,1,0,4,8,1,1,1,33.3,39.6,84.7,0.467,3.7,10.7,0.345,17.7,23.4,0.755,13.7,17.7,11.8,33.5,45.4,21.7,6.4,6,100.5,11.9,0.844,0.331,0.105,0.108,0.3,0.156,0.474,0.575,0.432,0.418,0.398,0.33,0.51,0.049,302,0.884,0.308,0.393,9,0
Charlotte Bobcats,95.28,93.82,1.46,89.59,105.28,103.5,1.78,0.49,0.491,0.538,0.528,44,38,50.74,105.93,103.38,34,0.49,0.491,0.26,0.194,0.164,0.161,0.265,0.259,105.28,103.5,6.2,7.71,11.56,11.68,33.55,32.05,22.34,22.41,8.52,8.26,6.01,6.75,16.44,16.1,21.52,24.27,2,142,15818,16711,26,28,4,1,4,4,0,0,0,1,7,10,1,0,34,35.7,76.8,0.465,5.5,15.7,0.347,19.6,25.6,0.767,15.2,17.3,10.1,31.1,41.2,21.8,7.9,5.3,96.5,11,0.789,0.408,0.098,0.08,0.203,0.211,0.482,0.58,0.398,0.365,0.372,0.346,0.526,0.056,302,0.861,0.286,0.378,19,1
Boston Celtics,99.22,95.56,3.66,91.05,108.42,104.47,3.96,0.522,0.487,0.564,0.534,50,32,49.06,114.59,102.28,56,0.522,0.487,0.248,0.251,0.154,0.164,0.229,0.262,108.42,104.47,6.65,6.27,9.54,11.57,32.64,32.24,25.72,21.13,9.34,7.71,5.36,5.15,15.35,16.37,24.2,23.69,0,120,18624,18154,13,27,5,4,0,3,0,2,0,0,4,3,1,1,32.5,39.2,77.7,0.505,5.4,15,0.363,21.1,27.6,0.763,15.3,19.3,8.1,31.1,39.2,27.7,8.5,5,105,11.9,0.772,0.339,0.139,0.107,0.188,0.228,0.523,0.65,0.419,0.423,0.425,0.348,0.585,0.036,206,0.89,0.214,0.339,11,0
Atlanta Hawks,101.68,97.02,4.66,89.65,112.42,107.54,4.88,0.506,0.496,0.546,0.535,53,29,50.2,116.21,107.52,44,0.506,0.496,0.214,0.208,0.127,0.145,0.282,0.273,112.42,107.54,7.07,6.49,13.07,12.46,33.05,33.4,24.12,23.24,7.98,6.84,5.57,4.85,12.69,14.45,22,21.38,10,140,16546,17097,16,22,2,5,0,2,1,2,0,2,3,5,1,1,33.2,39.5,82.1,0.48,5.5,14.9,0.368,16.7,22.4,0.746,11.3,16.9,11.9,32.4,44.3,23.5,7.3,5.7,101.1,12.3,0.786,0.296,0.167,0.087,0.237,0.214,0.497,0.638,0.435,0.417,0.394,0.36,0.51,0.057,366,0.828,0.388,0.36,18,1
