Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Future Wins,Team EFg%,Opp EFg%,Team FT Rate,Opp FT Rate%,Team TO Rate,Opp TO Rate,Team Off. Reb.%,Opp Reb Rate%,Pts,Opp. Pts,3PTM,Opp. 3PTM,OReb,Opp. OReb,DReb,Opp. DReb,Ast,Opp. Ast,Stl,Opp. Stl,Blk,Opp. Blk,TO,Opp. TO,Foul,Opp. Foul,4 Point Plays,'And one' Plays,Avg. Home Attendance,Avg. Away Attendance,Defensive Goaltending Vio.,Kicked Ball Vio.,Ejections,Won Without Trailing,Lost Without Taking Lead,Player Signings,Large Player Signings,Draft Picks,Top 10 Draft Picks,Trades,Seed Number,Future Seed Number,Playoff,Future Playoff,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Dist.,2P,0--3,3--10,10--16,16 <3,3P,2P,0--3,3--10,10--16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
New York Knicks,98.22,100.88,-2.66,92.89,105.08,107.79,-2.72,0.483,0.487,0.526,0.526,32,50,50.1,110.45,112.85,31,0.483,0.487,0.205,0.204,0.135,0.115,0.237,0.242,105.08,107.79,7.95,8.13,11.08,11.57,36.33,35.59,21.89,22.15,6.09,7.65,6.05,4.46,13.53,11.49,21.07,19.78,0,138,19812,18441,15,27,3,1,4,10,2,0,0,1,13,12,0,0,29.8,39.4,87.3,0.452,8,22.2,0.362,17,20.6,0.827,12.7,18.2,11.5,35.1,46.6,20.4,5.1,6.5,103.9,13,0.744,0.245,0.154,0.143,0.201,0.256,0.471,0.585,0.425,0.407,0.412,0.346,0.477,0.031,200,0.869,0.231,0.405,13,0
New Orleans Pelicans,102.72,106.51,-3.79,96.5,105.91,109.95,-4.04,0.498,0.523,0.537,0.564,30,52,48.96,113.98,123.54,34,0.498,0.523,0.201,0.225,0.134,0.136,0.212,0.212,105.91,109.95,8.83,9.49,9.83,9.19,34.1,36.66,22.86,23.91,7.96,7.58,4.3,5.33,13.44,13.63,21.54,20.52,1,114,16794,17851,13,72,1,1,2,8,1,4,1,3,12,10,0,0,28.3,39.2,85.7,0.458,8.2,22.3,0.367,18.1,23.6,0.768,12.9,19.8,9.4,34.3,43.7,20.3,7.5,4.7,104.8,12.5,0.723,0.304,0.144,0.101,0.174,0.277,0.482,0.597,0.38,0.385,0.419,0.36,0.51,0.059,369,0.808,0.229,0.332,12,1
Minnesota Timberwolves,102.42,105.95,-3.54,94.83,106.91,110.35,-3.44,0.498,0.524,0.55,0.559,29,53,49.79,116.38,118.82,31,0.498,0.524,0.263,0.2,0.15,0.148,0.243,0.254,106.91,110.35,5.79,9.43,10.45,11.18,32.93,32.48,24.39,23.59,8.35,8.12,4.77,5.41,15,14.82,21.59,22.46,1,155,14175,17832,31,41,1,0,6,5,0,1,1,0,13,13,0,0,29.5,40.1,84,0.478,5.1,14.3,0.355,23,29,0.794,14.6,18.7,10.2,32.6,42.9,25.9,8.6,5.5,108.4,11.9,0.798,0.298,0.16,0.101,0.239,0.202,0.496,0.661,0.41,0.372,0.4,0.338,0.578,0.061,376,0.855,0.208,0.386,8,0
Milwaukee Bucks,99.04,103.23,-4.2,93.65,104.95,109.13,-4.18,0.499,0.51,0.537,0.551,33,49,49.26,113.63,118.99,42,0.499,0.51,0.206,0.221,0.155,0.156,0.25,0.269,104.95,109.13,5.69,9.86,11.11,12.13,33.06,33.26,24.49,25.95,8.67,8.77,6.15,5.94,15.52,15.59,21.91,20.63,2,116,15166,17623,34,35,6,2,4,2,1,3,1,2,12,6,0,1,32.2,41.3,86.4,0.478,4.9,13.9,0.353,19.3,25.5,0.759,14.9,18.9,10,32.2,42.2,24,8.8,5,106.9,10.1,0.811,0.365,0.19,0.106,0.149,0.189,0.495,0.617,0.402,0.397,0.387,0.345,0.555,0.071,446,0.895,0.281,0.354,14,0
Miami Heat,100.04,98.4,1.64,92.91,106.85,104.9,1.95,0.508,0.485,0.545,0.525,48,34,51.68,115.85,107.17,41,0.508,0.485,0.21,0.196,0.141,0.131,0.238,0.222,106.85,104.9,6.49,7.87,10.51,10.44,36.62,33.54,22.26,21.54,7.2,7.96,6.92,4.38,14.13,13.07,19.57,20.91,2,116,19740,18044,31,25,3,2,1,10,0,0,0,1,3,9,1,0,30.4,43.2,90.2,0.479,6,17.6,0.342,19.1,25.6,0.746,14.5,16,10.1,33.7,43.8,23.4,6.7,6.5,111.5,11.6,0.779,0.303,0.166,0.128,0.182,0.221,0.508,0.663,0.422,0.407,0.401,0.336,0.47,0.054,341,0.928,0.372,0.358,15,1
Memphis Grizzlies,99.1,101.34,-2.24,92.76,106.03,108.25,-2.22,0.477,0.518,0.524,0.563,42,40,49.08,109.62,114.89,43,0.477,0.518,0.231,0.251,0.136,0.165,0.253,0.25,106.03,108.25,6.58,10.38,11.95,10.81,32.58,35.31,22.14,23.34,9.46,7.52,4.57,6.11,13.6,16.52,23.27,22.56,1,128,17119,17590,9,42,3,1,2,6,1,2,0,2,7,7,1,1,29.7,37.3,84.5,0.441,5.7,17,0.334,18.7,23.4,0.797,12.4,18.9,10.5,30.3,40.8,22,8.7,4.1,99,11.4,0.778,0.313,0.19,0.103,0.172,0.222,0.471,0.583,0.389,0.416,0.392,0.331,0.502,0.037,218,0.859,0.267,0.323,21,2
Los Angeles Lakers,97.34,106.9,-9.56,95.31,101.88,112.01,-10.14,0.46,0.523,0.508,0.556,17,65,48.06,101.52,127.56,26,0.46,0.523,0.228,0.202,0.136,0.127,0.232,0.253,101.88,112.01,8.16,8.95,11.24,11.46,33.76,37.24,18.86,25.84,7.57,7.9,4.3,5.84,13.63,12.68,21.21,20.1,9,113,18997,19150,13,23,3,0,11,4,2,2,1,1,15,14,0,0,28.3,38.3,93,0.412,8.4,26.2,0.322,20.2,25.3,0.797,13.5,19.3,10.1,32.5,42.5,18.1,7.2,3.9,105.2,13,0.71,0.255,0.163,0.125,0.168,0.29,0.454,0.59,0.403,0.369,0.358,0.317,0.45,0.049,307,0.734,0.192,0.33,20,0
Los Angeles Clippers,104.5,100.22,4.28,95.52,108.58,104.22,4.36,0.524,0.48,0.556,0.523,53,29,47.39,119.06,109.51,51,0.524,0.48,0.22,0.222,0.129,0.153,0.202,0.262,108.58,104.22,10.1,8.18,9.16,12.28,34.54,36.28,23.73,22.07,8.98,7.37,5.83,3.29,12.87,15.27,22.12,23.36,9,95,19193,17793,28,31,4,11,0,4,0,2,0,2,4,4,1,1,28.5,41,83.2,0.493,9.4,23.5,0.399,20.8,31.6,0.658,12.5,19.1,9.7,37.2,46.8,26.6,7.9,5.6,112.2,14.2,0.676,0.239,0.129,0.093,0.215,0.324,0.513,0.675,0.438,0.425,0.417,0.364,0.526,0.057,346,0.799,0.226,0.405,14,0
Indiana Pacers,102.16,100.45,1.71,96.31,105,103.26,1.74,0.497,0.489,0.536,0.528,45,37,49.83,114.84,109.46,42,0.497,0.489,0.205,0.205,0.147,0.156,0.234,0.24,105,103.26,8.31,8.51,10.62,11.01,34.85,34.78,21.82,21.4,9.29,7.95,4.91,4.58,14.74,15.63,20.57,21.01,5,118,16847,17852,18,29,1,1,2,4,1,2,0,3,7,7,1,1,30.6,39.3,87.3,0.45,9.8,26.2,0.374,18.8,24.3,0.776,15.3,19.4,8.8,32.5,41.3,22.7,10,4.6,107.2,13.1,0.73,0.27,0.133,0.108,0.219,0.27,0.486,0.635,0.435,0.39,0.381,0.351,0.487,0.038,245,0.804,0.273,0.398,13,0
Houston Rockets,106.55,106.35,0.2,97.14,108.86,108.59,0.27,0.516,0.516,0.553,0.554,41,41,49.1,117.09,121.6,55,0.516,0.516,0.244,0.219,0.156,0.161,0.257,0.272,108.86,108.59,10.94,9.91,11.59,12.09,32.41,33.5,22.69,25.09,10.23,9.14,5.36,5.03,15.57,16.1,22.3,23,8,121,17982,17741,40,30,2,3,4,4,2,2,0,0,8,3,1,1,31.6,38.6,83.6,0.461,11.3,31.3,0.36,23.6,33.4,0.707,16.3,20.5,11.6,34.2,45.7,24.6,10.4,5.1,112,12.5,0.63,0.321,0.164,0.064,0.082,0.37,0.514,0.651,0.356,0.4,0.379,0.347,0.508,0.07,442,0.793,0.307,0.36,21,0
Golden State Warriors,114.89,104.13,10.76,98.78,115.14,103.97,11.17,0.563,0.479,0.593,0.52,73,9,51.28,139.66,112.73,67,0.563,0.479,0.191,0.208,0.149,0.138,0.235,0.24,115.14,103.97,13.16,7.79,9.97,11.4,36.3,32.4,29,22.2,8.41,8.65,6.06,4.08,14.9,13.77,20.79,19.81,2,135,19596,19134,10,40,0,6,0,4,1,1,0,2,1,1,1,1,30.2,46.8,94.9,0.494,17.4,40.3,0.431,18.1,22.9,0.792,15.9,18.5,9.1,38.3,47.4,31.2,8.4,6.2,129.2,13.5,0.638,0.301,0.125,0.093,0.119,0.362,0.528,0.66,0.362,0.422,0.452,0.416,0.626,0.062,402,0.792,0.229,0.413,22,2
Detroit Pistons,101.96,101.35,0.61,94.49,106.82,106.17,0.65,0.491,0.504,0.522,0.542,44,38,52.12,108.48,114.17,37,0.491,0.504,0.197,0.196,0.136,0.135,0.27,0.207,106.82,106.17,9.46,7.61,13.05,9.26,35.48,35.31,20.37,22.56,7.32,7.44,3.88,4.69,13.57,13.53,19.89,22.65,4,110,16516,17814,24,25,2,3,2,4,1,0,0,2,8,10,1,0,33,41.4,92.1,0.45,8.4,24.3,0.346,19,29.2,0.65,13.1,17.5,13.3,33.9,47.2,18.9,7.5,3.7,110.2,12.3,0.697,0.294,0.184,0.104,0.116,0.303,0.48,0.61,0.369,0.41,0.388,0.345,0.422,0.037,232,0.803,0.254,0.374,30,1
Denver Nuggets,101.89,104.99,-3.1,95.27,106.14,109.32,-3.19,0.489,0.515,0.531,0.554,33,49,51.1,113.94,121.27,40,0.489,0.515,0.216,0.216,0.148,0.137,0.258,0.228,106.14,109.32,8.33,9.58,11.94,10.17,34.53,34.29,23.6,24.43,7.74,8.38,5.02,6.57,14.76,13.66,21.89,21.74,4,124,14095,17751,29,26,0,1,2,1,0,5,1,2,11,9,0,0,28.2,38.6,85.9,0.449,7.4,21.5,0.342,19.7,25.9,0.762,14.2,18.9,12.5,32.3,44.8,22.5,7.5,4.6,104.2,11.8,0.723,0.342,0.158,0.08,0.142,0.277,0.482,0.586,0.389,0.373,0.397,0.338,0.543,0.055,356,0.811,0.21,0.34,18,2
Dallas Mavericks,102.29,102.6,-0.31,94.07,106.98,107.28,-0.31,0.502,0.504,0.544,0.54,42,40,48.49,114.32,116.22,33,0.502,0.504,0.211,0.198,0.129,0.14,0.207,0.238,106.98,107.28,10.28,9.48,9.6,11.07,35.47,36.8,23.12,22.95,7.14,7.87,3.88,4.63,12.89,14.01,20.34,22.41,4,102,20144,17727,20,44,3,3,3,9,1,1,0,2,6,11,1,0,30.7,37.1,84.6,0.439,11.2,30.6,0.366,18.1,22.1,0.822,11.9,17,8,33.3,41.3,22.1,6.6,3,103.6,13.7,0.661,0.243,0.149,0.111,0.159,0.339,0.495,0.656,0.369,0.431,0.412,0.344,0.5,0.033,214,0.847,0.213,0.39,17,0
Cleveland Cavaliers,104.33,98.33,6,92.72,111.52,105.01,6.51,0.524,0.496,0.558,0.534,57,25,52.04,118.43,108.37,51,0.524,0.496,0.194,0.205,0.138,0.137,0.251,0.215,111.52,105.01,11.47,8.43,11.38,9.9,36.2,33.92,24.26,22.87,7.18,7.68,4.13,4.72,13.77,13.74,21.72,22.01,6,127,20562,18910,26,39,3,3,0,2,0,0,0,4,1,2,1,1,30.4,44.5,95.3,0.467,11.6,32.1,0.361,19.9,26,0.765,13.8,17.4,10.8,35.1,45.9,25.5,6.9,3.7,120.5,13.3,0.648,0.28,0.149,0.095,0.125,0.352,0.514,0.658,0.391,0.378,0.438,0.362,0.481,0.057,358,0.861,0.26,0.391,5,1
Chicago Bulls,101.65,103.12,-1.48,95.45,105.29,106.94,-1.65,0.487,0.485,0.526,0.52,42,40,50.2,115.89,118.18,41,0.487,0.485,0.189,0.182,0.138,0.117,0.245,0.251,105.29,106.94,8.22,8.23,11.46,12.26,36.5,35.37,23.62,23.37,6.25,8.3,5.94,5.88,13.81,11.7,19.52,19.41,6,123,21821,18156,5,26,2,5,2,4,2,2,0,4,9,8,0,1,29.7,41.4,91.5,0.453,6.5,18.5,0.352,20.1,25.1,0.8,13.9,15.9,10.9,35.8,46.7,24.8,6.5,6.6,109.5,12.2,0.756,0.291,0.162,0.117,0.185,0.244,0.464,0.573,0.391,0.4,0.398,0.371,0.515,0.039,255,0.883,0.224,0.397,16,1
Charlotte Hornets,103.4,100.68,2.72,95.02,107.86,105.21,2.65,0.502,0.496,0.545,0.534,48,34,49.6,117.4,115.57,36,0.502,0.496,0.222,0.191,0.124,0.137,0.2,0.202,107.86,105.21,11.11,9.25,9.34,9.25,36.51,37.42,22.62,24.23,7.58,7.07,5.57,5.71,12.4,13.65,18.92,21.28,5,121,17485,17784,12,33,1,3,2,6,0,1,0,2,6,11,1,0,29.9,37.8,84.8,0.445,11.6,31.3,0.371,18.6,22.7,0.819,11.7,15.6,8.6,34,42.6,23.6,7.4,5.2,105.7,13.7,0.652,0.274,0.129,0.093,0.156,0.348,0.479,0.599,0.394,0.383,0.397,0.362,0.482,0.029,177,0.84,0.171,0.409,9,1
Brooklyn Nets,98.65,106,-7.35,94.83,103.63,111.11,-7.48,0.491,0.534,0.527,0.565,21,61,49.42,109.54,125.33,20,0.491,0.534,0.186,0.176,0.15,0.142,0.241,0.243,103.63,111.11,6.8,9.91,11.07,10.74,33.49,34.76,23.43,25.64,8.03,9.2,4.24,5.5,15.04,14.19,18.91,19.3,2,122,15125,18106,14,35,1,0,2,11,1,1,0,2,14,15,0,0,30.5,40.4,87.3,0.462,6.1,17.2,0.353,17.2,22.3,0.769,14.7,16.9,11.1,33.2,44.2,23.2,7.4,4,104,11.6,0.782,0.284,0.211,0.106,0.181,0.218,0.481,0.608,0.426,0.404,0.392,0.352,0.53,0.032,202,0.844,0.309,0.391,13,0
Boston Celtics,105.72,102.51,3.21,98.18,107.13,104.04,3.1,0.488,0.487,0.531,0.531,48,34,49.4,119.73,112.77,53,0.488,0.487,0.208,0.231,0.136,0.16,0.251,0.255,107.13,104.04,8.86,7.96,11.74,11.55,33.77,35.14,24.48,21.23,9.29,7.7,4.3,5.57,13.64,16.03,22.2,21.26,3,119,18270,17440,5,35,1,3,1,4,1,8,1,1,5,1,1,1,28.8,41.9,93.6,0.448,9.9,28.8,0.343,19.5,24.8,0.789,13.2,20.1,11.3,31.8,43.1,24.1,9.6,4.2,113.3,12.4,0.707,0.318,0.141,0.094,0.154,0.293,0.483,0.624,0.355,0.378,0.373,0.335,0.546,0.025,169,0.856,0.232,0.345,12,0
Atlanta Hawks,102.63,99.1,3.54,96.52,105.53,102.15,3.38,0.516,0.48,0.552,0.518,48,34,47.5,120.71,111.39,43,0.516,0.48,0.185,0.193,0.149,0.159,0.191,0.254,105.53,102.15,10.19,8.52,8.49,11.85,34.72,36.03,26.3,22.68,9.37,8.89,6.11,5.13,14.92,15.94,19.66,18.84,3,122,16833,17611,19,42,1,6,0,4,1,3,0,2,4,5,1,1,30.2,40.7,88,0.462,10.6,29,0.367,16.4,20.6,0.793,15,18,8.4,35,43.4,26.7,9.3,7,108.4,12.7,0.664,0.326,0.121,0.078,0.138,0.336,0.512,0.623,0.377,0.431,0.415,0.35,0.582,0.037,222,0.896,0.244,0.36,12,1
